index,Category: All categories,Province
2017-05-07,0.01,Northwest Territories
2017-05-14,0.01,Northwest Territories
2017-05-21,0.01,Northwest Territories
2017-05-28,0.01,Northwest Territories
2017-06-04,0.01,Northwest Territories
2017-06-11,0.01,Northwest Territories
2017-06-18,0.01,Northwest Territories
2017-06-25,0.01,Northwest Territories
2017-07-02,0.01,Northwest Territories
2017-07-09,0.01,Northwest Territories
2017-07-16,0.01,Northwest Territories
2017-07-23,0.01,Northwest Territories
2017-07-30,0.01,Northwest Territories
2017-08-06,0.01,Northwest Territories
2017-08-13,0.01,Northwest Territories
2017-08-20,0.01,Northwest Territories
2017-08-27,0.01,Northwest Territories
2017-09-03,0.01,Northwest Territories
2017-09-10,0.01,Northwest Territories
2017-09-17,0.01,Northwest Territories
2017-09-24,0.01,Northwest Territories
2017-10-01,0.01,Northwest Territories
2017-10-08,0.01,Northwest Territories
2017-10-15,0.01,Northwest Territories
2017-10-22,49.0,Northwest Territories
2017-10-29,0.01,Northwest Territories
2017-11-05,0.01,Northwest Territories
2017-11-12,0.01,Northwest Territories
2017-11-19,0.01,Northwest Territories
2017-11-26,0.01,Northwest Territories
2017-12-03,0.01,Northwest Territories
2017-12-10,83.0,Northwest Territories
2017-12-17,0.01,Northwest Territories
2017-12-24,0.01,Northwest Territories
2017-12-31,77.0,Northwest Territories
2018-01-07,0.01,Northwest Territories
2018-01-14,0.01,Northwest Territories
2018-01-21,0.01,Northwest Territories
2018-01-28,0.01,Northwest Territories
2018-02-04,0.01,Northwest Territories
2018-02-11,0.01,Northwest Territories
2018-02-18,0.01,Northwest Territories
2018-02-25,0.01,Northwest Territories
2018-03-04,0.01,Northwest Territories
2018-03-11,0.01,Northwest Territories
2018-03-18,0.01,Northwest Territories
2018-03-25,0.01,Northwest Territories
2018-04-01,0.01,Northwest Territories
2018-04-08,0.01,Northwest Territories
2018-04-15,0.01,Northwest Territories
2018-04-22,0.01,Northwest Territories
2018-04-29,0.01,Northwest Territories
2018-05-06,0.01,Northwest Territories
2018-05-13,0.01,Northwest Territories
2018-05-20,50.0,Northwest Territories
2018-05-27,0.01,Northwest Territories
2018-06-03,0.01,Northwest Territories
2018-06-10,0.01,Northwest Territories
2018-06-17,0.01,Northwest Territories
2018-06-24,0.01,Northwest Territories
2018-07-01,73.0,Northwest Territories
2018-07-08,0.01,Northwest Territories
2018-07-15,0.01,Northwest Territories
2018-07-22,0.01,Northwest Territories
2018-07-29,0.01,Northwest Territories
2018-08-05,0.01,Northwest Territories
2018-08-12,0.01,Northwest Territories
2018-08-19,0.01,Northwest Territories
2018-08-26,0.01,Northwest Territories
2018-09-02,0.01,Northwest Territories
2018-09-09,0.01,Northwest Territories
2018-09-16,0.01,Northwest Territories
2018-09-23,0.01,Northwest Territories
2018-09-30,0.01,Northwest Territories
2018-10-07,0.01,Northwest Territories
2018-10-14,0.01,Northwest Territories
2018-10-21,0.01,Northwest Territories
2018-10-28,56.0,Northwest Territories
2018-11-04,0.01,Northwest Territories
2018-11-11,0.01,Northwest Territories
2018-11-18,0.01,Northwest Territories
2018-11-25,0.01,Northwest Territories
2018-12-02,0.01,Northwest Territories
2018-12-09,0.01,Northwest Territories
2018-12-16,0.01,Northwest Territories
2018-12-23,0.01,Northwest Territories
2018-12-30,0.01,Northwest Territories
2019-01-06,0.01,Northwest Territories
2019-01-13,0.01,Northwest Territories
2019-01-20,0.01,Northwest Territories
2019-01-27,0.01,Northwest Territories
2019-02-03,0.01,Northwest Territories
2019-02-10,0.01,Northwest Territories
2019-02-17,0.01,Northwest Territories
2019-02-24,0.01,Northwest Territories
2019-03-03,0.01,Northwest Territories
2019-03-10,0.01,Northwest Territories
2019-03-17,0.01,Northwest Territories
2019-03-24,0.01,Northwest Territories
2019-03-31,0.01,Northwest Territories
2019-04-07,0.01,Northwest Territories
2019-04-14,0.01,Northwest Territories
2019-04-21,0.01,Northwest Territories
2019-04-28,0.01,Northwest Territories
2019-05-05,0.01,Northwest Territories
2019-05-12,0.01,Northwest Territories
2019-05-19,0.01,Northwest Territories
2019-05-26,0.01,Northwest Territories
2019-06-02,0.01,Northwest Territories
2019-06-09,45.0,Northwest Territories
2019-06-16,0.01,Northwest Territories
2019-06-23,0.01,Northwest Territories
2019-06-30,0.01,Northwest Territories
2019-07-07,0.01,Northwest Territories
2019-07-14,0.01,Northwest Territories
2019-07-21,0.01,Northwest Territories
2019-07-28,0.01,Northwest Territories
2019-08-04,0.01,Northwest Territories
2019-08-11,0.01,Northwest Territories
2019-08-18,0.01,Northwest Territories
2019-08-25,0.01,Northwest Territories
2019-09-01,0.01,Northwest Territories
2019-09-08,0.01,Northwest Territories
2019-09-15,0.01,Northwest Territories
2019-09-22,0.01,Northwest Territories
2019-09-29,0.01,Northwest Territories
2019-10-06,0.01,Northwest Territories
2019-10-13,0.01,Northwest Territories
2019-10-20,0.01,Northwest Territories
2019-10-27,0.01,Northwest Territories
2019-11-03,59.0,Northwest Territories
2019-11-10,53.0,Northwest Territories
2019-11-17,0.01,Northwest Territories
2019-11-24,0.01,Northwest Territories
2019-12-01,0.01,Northwest Territories
2019-12-08,0.01,Northwest Territories
2019-12-15,0.01,Northwest Territories
2019-12-22,0.01,Northwest Territories
2019-12-29,0.01,Northwest Territories
2020-01-05,0.01,Northwest Territories
2020-01-12,0.01,Northwest Territories
2020-01-19,0.01,Northwest Territories
2020-01-26,0.01,Northwest Territories
2020-02-02,0.01,Northwest Territories
2020-02-09,0.01,Northwest Territories
2020-02-16,0.01,Northwest Territories
2020-02-23,0.01,Northwest Territories
2020-03-01,0.01,Northwest Territories
2020-03-08,56.0,Northwest Territories
2020-03-15,36.0,Northwest Territories
2020-03-22,42.0,Northwest Territories
2020-03-29,0.01,Northwest Territories
2020-04-05,58.0,Northwest Territories
2020-04-12,0.01,Northwest Territories
2020-04-19,0.01,Northwest Territories
2020-04-26,0.01,Northwest Territories
2020-05-03,0.01,Northwest Territories
2020-05-10,0.01,Northwest Territories
2020-05-17,0.01,Northwest Territories
2020-05-24,0.01,Northwest Territories
2020-05-31,0.01,Northwest Territories
2020-06-07,0.01,Northwest Territories
2020-06-14,0.01,Northwest Territories
2020-06-21,0.01,Northwest Territories
2020-06-28,0.01,Northwest Territories
2020-07-05,0.01,Northwest Territories
2020-07-12,0.01,Northwest Territories
2020-07-19,0.01,Northwest Territories
2020-07-26,0.01,Northwest Territories
2020-08-02,0.01,Northwest Territories
2020-08-09,0.01,Northwest Territories
2020-08-16,0.01,Northwest Territories
2020-08-23,0.01,Northwest Territories
2020-08-30,0.01,Northwest Territories
2020-09-06,0.01,Northwest Territories
2020-09-13,0.01,Northwest Territories
2020-09-20,0.01,Northwest Territories
2020-09-27,0.01,Northwest Territories
2020-10-04,0.01,Northwest Territories
2020-10-11,0.01,Northwest Territories
2020-10-18,75.0,Northwest Territories
2020-10-25,0.01,Northwest Territories
2020-11-01,0.01,Northwest Territories
2020-11-08,0.01,Northwest Territories
2020-11-15,0.01,Northwest Territories
2020-11-22,43.0,Northwest Territories
2020-11-29,0.01,Northwest Territories
2020-12-06,0.01,Northwest Territories
2020-12-13,0.01,Northwest Territories
2020-12-20,0.01,Northwest Territories
2020-12-27,46.0,Northwest Territories
2021-01-03,0.01,Northwest Territories
2021-01-10,0.01,Northwest Territories
2021-01-17,0.01,Northwest Territories
2021-01-24,0.01,Northwest Territories
2021-01-31,0.01,Northwest Territories
2021-02-07,0.01,Northwest Territories
2021-02-14,0.01,Northwest Territories
2021-02-21,0.01,Northwest Territories
2021-02-28,0.01,Northwest Territories
2021-03-07,0.01,Northwest Territories
2021-03-14,0.01,Northwest Territories
2021-03-21,0.01,Northwest Territories
2021-03-28,0.01,Northwest Territories
2021-04-04,0.01,Northwest Territories
2021-04-11,0.01,Northwest Territories
2021-04-18,0.01,Northwest Territories
2021-04-25,0.01,Northwest Territories
2021-05-02,0.01,Northwest Territories
2021-05-09,0.01,Northwest Territories
2021-05-16,0.01,Northwest Territories
2021-05-23,0.01,Northwest Territories
2021-05-30,0.01,Northwest Territories
2021-06-06,0.01,Northwest Territories
2021-06-13,0.01,Northwest Territories
2021-06-20,0.01,Northwest Territories
2021-06-27,0.01,Northwest Territories
2021-07-04,0.01,Northwest Territories
2021-07-11,0.01,Northwest Territories
2021-07-18,0.01,Northwest Territories
2021-07-25,0.01,Northwest Territories
2021-08-01,0.01,Northwest Territories
2021-08-08,0.01,Northwest Territories
2021-08-15,0.01,Northwest Territories
2021-08-22,0.01,Northwest Territories
2021-08-29,67.0,Northwest Territories
2021-09-05,0.01,Northwest Territories
2021-09-12,0.01,Northwest Territories
2021-09-19,0.01,Northwest Territories
2021-09-26,0.01,Northwest Territories
2021-10-03,0.01,Northwest Territories
2021-10-10,0.01,Northwest Territories
2021-10-17,45.0,Northwest Territories
2021-10-24,0.01,Northwest Territories
2021-10-31,0.01,Northwest Territories
2021-11-07,0.01,Northwest Territories
2021-11-14,0.01,Northwest Territories
2021-11-21,0.01,Northwest Territories
2021-11-28,0.01,Northwest Territories
2021-12-05,0.01,Northwest Territories
2021-12-12,0.01,Northwest Territories
2021-12-19,0.01,Northwest Territories
2021-12-26,0.01,Northwest Territories
2022-01-02,0.01,Northwest Territories
2022-01-09,0.01,Northwest Territories
2022-01-16,0.01,Northwest Territories
2022-01-23,0.01,Northwest Territories
2022-01-30,0.01,Northwest Territories
2022-02-06,0.01,Northwest Territories
2022-02-13,0.01,Northwest Territories
2022-02-20,0.01,Northwest Territories
2022-02-27,0.01,Northwest Territories
2022-03-06,0.01,Northwest Territories
2022-03-13,0.01,Northwest Territories
2022-03-20,0.01,Northwest Territories
2022-03-27,0.01,Northwest Territories
2022-04-03,0.01,Northwest Territories
2022-04-10,0.01,Northwest Territories
2022-04-17,0.01,Northwest Territories
2022-04-24,0.01,Northwest Territories
2022-05-01,0.01,Northwest Territories
2022-05-08,0.01,Northwest Territories
2022-05-15,0.01,Northwest Territories
2022-05-22,0.01,Northwest Territories
2022-05-29,0.01,Northwest Territories
2022-06-05,0.01,Northwest Territories
2022-06-12,0.01,Northwest Territories
2022-06-19,0.01,Northwest Territories
2022-06-26,0.01,Northwest Territories
2022-07-03,0.01,Northwest Territories
2022-07-10,0.01,Northwest Territories
2022-07-17,0.01,Northwest Territories
2022-07-24,0.01,Northwest Territories
2022-07-31,0.01,Northwest Territories
2022-08-07,0.01,Northwest Territories
2022-08-14,0.01,Northwest Territories
2022-08-21,0.01,Northwest Territories
2022-08-28,0.01,Northwest Territories
2022-09-04,0.01,Northwest Territories
2022-09-11,0.01,Northwest Territories
2022-09-18,0.01,Northwest Territories
2022-09-25,0.01,Northwest Territories
2022-10-02,0.01,Northwest Territories
2022-10-09,0.01,Northwest Territories
2022-10-16,0.01,Northwest Territories
2022-10-23,0.01,Northwest Territories
2022-10-30,100.0,Northwest Territories
2022-11-06,0.01,Northwest Territories
2022-11-13,0.01,Northwest Territories
2022-11-20,0.01,Northwest Territories
2022-11-27,0.01,Northwest Territories
2022-12-04,0.01,Northwest Territories
2022-12-11,0.01,Northwest Territories
2022-12-18,0.01,Northwest Territories
2022-12-25,0.01,Northwest Territories
2023-01-01,0.01,Northwest Territories
2023-01-08,0.01,Northwest Territories
2023-01-15,0.01,Northwest Territories
2023-01-22,0.01,Northwest Territories
2023-01-29,0.01,Northwest Territories
2023-02-05,0.01,Northwest Territories
2023-02-12,0.01,Northwest Territories
2023-02-19,0.01,Northwest Territories
2023-02-26,0.01,Northwest Territories
2023-03-05,0.01,Northwest Territories
2023-03-12,0.01,Northwest Territories
2023-03-19,0.01,Northwest Territories
2023-03-26,0.01,Northwest Territories
2023-04-02,0.01,Northwest Territories
2023-04-09,0.01,Northwest Territories
2023-04-16,0.01,Northwest Territories
2023-04-23,0.01,Northwest Territories
2023-04-30,0.01,Northwest Territories
2023-05-07,0.01,Northwest Territories
2023-05-14,0.01,Northwest Territories
2023-05-21,0.01,Northwest Territories
2023-05-28,0.01,Northwest Territories
2023-06-04,0.01,Northwest Territories
2023-06-11,0.01,Northwest Territories
2023-06-18,0.01,Northwest Territories
2023-06-25,0.01,Northwest Territories
2023-07-02,0.01,Northwest Territories
2023-07-09,0.01,Northwest Territories
2023-07-16,0.01,Northwest Territories
2023-07-23,0.01,Northwest Territories
2023-07-30,0.01,Northwest Territories
2023-08-06,0.01,Northwest Territories
2023-08-13,50.0,Northwest Territories
2023-08-20,0.01,Northwest Territories
2023-08-27,0.01,Northwest Territories
2023-09-03,0.01,Northwest Territories
2023-09-10,0.01,Northwest Territories
2023-09-17,0.01,Northwest Territories
2023-09-24,0.01,Northwest Territories
2023-10-01,0.01,Northwest Territories
2023-10-08,0.01,Northwest Territories
2023-10-15,0.01,Northwest Territories
2023-10-22,0.01,Northwest Territories
2023-10-29,0.01,Northwest Territories
2023-11-05,0.01,Northwest Territories
2023-11-12,0.01,Northwest Territories
2023-11-19,0.01,Northwest Territories
2023-11-26,0.01,Northwest Territories
2023-12-03,0.01,Northwest Territories
2023-12-10,0.01,Northwest Territories
2023-12-17,0.01,Northwest Territories
2023-12-24,59.0,Northwest Territories
2023-12-31,0.01,Northwest Territories
2008-11-02,0.01,Nova Scotial
2008-11-09,3.0,Nova Scotial
2008-11-16,3.0,Nova Scotial
2008-11-23,0.01,Nova Scotial
2008-11-30,0.01,Nova Scotial
2008-12-07,2.0,Nova Scotial
2008-12-14,0.01,Nova Scotial
2008-12-21,3.0,Nova Scotial
2008-12-28,0.01,Nova Scotial
2009-01-04,2.0,Nova Scotial
2009-01-11,0.01,Nova Scotial
2009-01-18,2.0,Nova Scotial
2009-01-25,3.0,Nova Scotial
2009-02-01,2.0,Nova Scotial
2009-02-08,2.0,Nova Scotial
2009-02-15,0.01,Nova Scotial
2009-02-22,3.0,Nova Scotial
2009-03-01,4.0,Nova Scotial
2009-03-08,4.0,Nova Scotial
2009-03-15,0.01,Nova Scotial
2009-03-22,2.0,Nova Scotial
2009-03-29,0.01,Nova Scotial
2009-04-05,0.01,Nova Scotial
2009-04-12,0.01,Nova Scotial
2009-04-19,6.0,Nova Scotial
2009-04-26,100.0,Nova Scotial
2009-05-03,35.0,Nova Scotial
2009-05-10,14.0,Nova Scotial
2009-05-17,6.0,Nova Scotial
2009-05-24,6.0,Nova Scotial
2009-05-31,4.0,Nova Scotial
2009-06-07,4.0,Nova Scotial
2009-06-14,6.0,Nova Scotial
2009-06-21,5.0,Nova Scotial
2009-06-28,4.0,Nova Scotial
2009-07-05,8.0,Nova Scotial
2009-07-12,6.0,Nova Scotial
2009-07-19,11.0,Nova Scotial
2009-07-26,8.0,Nova Scotial
2009-08-02,11.0,Nova Scotial
2009-08-09,5.0,Nova Scotial
2009-08-16,4.0,Nova Scotial
2009-08-23,3.0,Nova Scotial
2009-08-30,6.0,Nova Scotial
2009-09-06,4.0,Nova Scotial
2009-09-13,8.0,Nova Scotial
2009-09-20,11.0,Nova Scotial
2009-09-27,11.0,Nova Scotial
2009-10-04,10.0,Nova Scotial
2009-10-11,13.0,Nova Scotial
2009-10-18,21.0,Nova Scotial
2009-10-25,87.0,Nova Scotial
2009-11-01,56.0,Nova Scotial
2009-11-08,25.0,Nova Scotial
2009-11-15,18.0,Nova Scotial
2009-11-22,16.0,Nova Scotial
2009-11-29,12.0,Nova Scotial
2009-12-06,6.0,Nova Scotial
2009-12-13,5.0,Nova Scotial
2009-12-20,0.01,Nova Scotial
2009-12-27,3.0,Nova Scotial
2010-01-03,0.01,Nova Scotial
2010-01-10,2.0,Nova Scotial
2010-01-17,0.01,Nova Scotial
2010-01-24,0.01,Nova Scotial
2010-01-31,3.0,Nova Scotial
2010-02-07,0.01,Nova Scotial
2010-02-14,3.0,Nova Scotial
2010-02-21,0.01,Nova Scotial
2010-02-28,2.0,Nova Scotial
2010-03-07,0.01,Nova Scotial
2010-03-14,0.01,Nova Scotial
2010-03-21,2.0,Nova Scotial
2010-03-28,0.01,Nova Scotial
2010-04-04,0.01,Nova Scotial
2010-04-11,0.01,Nova Scotial
2010-04-18,0.01,Nova Scotial
2010-04-25,0.01,Nova Scotial
2010-05-02,2.0,Nova Scotial
2010-05-09,0.01,Nova Scotial
2010-05-16,0.01,Nova Scotial
2010-05-23,2.0,Nova Scotial
2010-05-30,0.01,Nova Scotial
2010-06-06,0.01,Nova Scotial
2010-06-13,0.01,Nova Scotial
2010-06-20,0.01,Nova Scotial
2010-06-27,0.01,Nova Scotial
2010-07-04,0.01,Nova Scotial
2010-07-11,0.01,Nova Scotial
2010-07-18,0.01,Nova Scotial
2010-07-25,0.01,Nova Scotial
2010-08-01,0.01,Nova Scotial
2010-08-08,0.01,Nova Scotial
2010-08-15,0.01,Nova Scotial
2010-08-22,0.01,Nova Scotial
2010-08-29,2.0,Nova Scotial
2010-09-05,0.01,Nova Scotial
2010-09-12,0.01,Nova Scotial
2010-09-19,1.0,Nova Scotial
2010-09-26,3.0,Nova Scotial
2010-10-03,2.0,Nova Scotial
2010-10-10,2.0,Nova Scotial
2010-10-17,3.0,Nova Scotial
2010-10-24,2.0,Nova Scotial
2010-10-31,4.0,Nova Scotial
2010-11-07,3.0,Nova Scotial
2010-11-14,2.0,Nova Scotial
2010-11-21,2.0,Nova Scotial
2010-11-28,0.01,Nova Scotial
2010-12-05,0.01,Nova Scotial
2010-12-12,3.0,Nova Scotial
2010-12-19,0.01,Nova Scotial
2010-12-26,2.0,Nova Scotial
2011-01-02,3.0,Nova Scotial
2011-01-09,2.0,Nova Scotial
2011-01-16,2.0,Nova Scotial
2011-01-23,2.0,Nova Scotial
2011-01-30,2.0,Nova Scotial
2011-02-06,3.0,Nova Scotial
2011-02-13,2.0,Nova Scotial
2011-02-20,4.0,Nova Scotial
2011-02-27,2.0,Nova Scotial
2011-03-06,2.0,Nova Scotial
2011-03-13,2.0,Nova Scotial
2011-03-20,2.0,Nova Scotial
2011-03-27,2.0,Nova Scotial
2011-04-03,2.0,Nova Scotial
2011-04-10,2.0,Nova Scotial
2011-04-17,1.0,Nova Scotial
2011-04-24,0.01,Nova Scotial
2011-05-01,0.01,Nova Scotial
2011-05-08,0.01,Nova Scotial
2011-05-15,2.0,Nova Scotial
2011-05-22,0.01,Nova Scotial
2011-05-29,2.0,Nova Scotial
2011-06-05,0.01,Nova Scotial
2011-06-12,0.01,Nova Scotial
2011-06-19,0.01,Nova Scotial
2011-06-26,0.01,Nova Scotial
2011-07-03,0.01,Nova Scotial
2011-07-10,0.01,Nova Scotial
2011-07-17,0.01,Nova Scotial
2011-07-24,0.01,Nova Scotial
2011-07-31,0.01,Nova Scotial
2011-08-07,0.01,Nova Scotial
2011-08-14,0.01,Nova Scotial
2011-08-21,0.01,Nova Scotial
2011-08-28,0.01,Nova Scotial
2011-09-04,0.01,Nova Scotial
2011-09-11,0.01,Nova Scotial
2011-09-18,0.01,Nova Scotial
2011-09-25,0.01,Nova Scotial
2011-10-02,1.0,Nova Scotial
2011-10-09,2.0,Nova Scotial
2011-10-16,3.0,Nova Scotial
2011-10-23,5.0,Nova Scotial
2011-10-30,3.0,Nova Scotial
2011-11-06,3.0,Nova Scotial
2011-11-13,2.0,Nova Scotial
2011-11-20,3.0,Nova Scotial
2011-11-27,2.0,Nova Scotial
2011-12-04,2.0,Nova Scotial
2011-12-11,3.0,Nova Scotial
2011-12-18,2.0,Nova Scotial
2011-12-25,1.0,Nova Scotial
2012-01-01,0.01,Nova Scotial
2012-01-08,1.0,Nova Scotial
2012-01-15,0.01,Nova Scotial
2012-01-22,1.0,Nova Scotial
2012-01-29,1.0,Nova Scotial
2012-02-05,3.0,Nova Scotial
2012-02-12,2.0,Nova Scotial
2012-02-19,3.0,Nova Scotial
2012-02-26,2.0,Nova Scotial
2012-03-04,0.01,Nova Scotial
2012-03-11,2.0,Nova Scotial
2012-03-18,2.0,Nova Scotial
2012-03-25,2.0,Nova Scotial
2012-04-01,3.0,Nova Scotial
2012-04-08,1.0,Nova Scotial
2012-04-15,3.0,Nova Scotial
2012-04-22,0.01,Nova Scotial
2012-04-29,2.0,Nova Scotial
2012-05-06,1.0,Nova Scotial
2012-05-13,0.01,Nova Scotial
2012-05-20,0.01,Nova Scotial
2012-05-27,0.01,Nova Scotial
2012-06-03,0.01,Nova Scotial
2012-06-10,0.01,Nova Scotial
2012-06-17,1.0,Nova Scotial
2012-06-24,1.0,Nova Scotial
2012-07-01,1.0,Nova Scotial
2012-07-08,0.01,Nova Scotial
2012-07-15,0.01,Nova Scotial
2012-07-22,1.0,Nova Scotial
2012-07-29,0.01,Nova Scotial
2012-08-05,0.01,Nova Scotial
2012-08-12,0.01,Nova Scotial
2012-08-19,0.01,Nova Scotial
2012-08-26,0.01,Nova Scotial
2012-09-02,0.01,Nova Scotial
2012-09-09,0.01,Nova Scotial
2012-09-16,0.01,Nova Scotial
2012-09-23,1.0,Nova Scotial
2012-09-30,1.0,Nova Scotial
2012-10-07,2.0,Nova Scotial
2012-10-14,4.0,Nova Scotial
2012-10-21,5.0,Nova Scotial
2012-10-28,4.0,Nova Scotial
2012-11-04,4.0,Nova Scotial
2012-11-11,1.0,Nova Scotial
2012-11-18,2.0,Nova Scotial
2012-11-25,3.0,Nova Scotial
2012-12-02,2.0,Nova Scotial
2012-12-09,1.0,Nova Scotial
2012-12-16,2.0,Nova Scotial
2012-12-23,2.0,Nova Scotial
2012-12-30,4.0,Nova Scotial
2013-01-06,5.0,Nova Scotial
2013-01-13,6.0,Nova Scotial
2013-01-20,4.0,Nova Scotial
2013-01-27,3.0,Nova Scotial
2013-02-03,3.0,Nova Scotial
2013-02-10,2.0,Nova Scotial
2013-02-17,1.0,Nova Scotial
2013-02-24,3.0,Nova Scotial
2013-03-03,2.0,Nova Scotial
2013-03-10,2.0,Nova Scotial
2013-03-17,1.0,Nova Scotial
2013-03-24,2.0,Nova Scotial
2013-03-31,0.01,Nova Scotial
2013-04-07,2.0,Nova Scotial
2013-04-14,2.0,Nova Scotial
2013-04-21,2.0,Nova Scotial
2013-04-28,1.0,Nova Scotial
2013-05-05,0.01,Nova Scotial
2013-05-12,2.0,Nova Scotial
2013-05-19,0.01,Nova Scotial
2013-05-26,0.01,Nova Scotial
2013-06-02,0.01,Nova Scotial
2013-06-09,0.01,Nova Scotial
2013-06-16,0.01,Nova Scotial
2013-06-23,0.01,Nova Scotial
2013-06-30,0.01,Nova Scotial
2013-07-07,1.0,Nova Scotial
2013-07-14,0.01,Nova Scotial
2013-07-21,0.01,Nova Scotial
2013-07-28,1.0,Nova Scotial
2013-08-04,0.01,Nova Scotial
2013-08-11,0.01,Nova Scotial
2013-08-18,0.01,Nova Scotial
2013-08-25,0.01,Nova Scotial
2013-09-01,0.01,Nova Scotial
2013-09-08,1.0,Nova Scotial
2013-09-15,0.01,Nova Scotial
2013-09-22,1.0,Nova Scotial
2013-09-29,1.0,Nova Scotial
2013-10-06,3.0,Nova Scotial
2013-10-13,2.0,Nova Scotial
2013-10-20,4.0,Nova Scotial
2013-10-27,3.0,Nova Scotial
2013-11-03,5.0,Nova Scotial
2013-11-10,4.0,Nova Scotial
2013-11-17,3.0,Nova Scotial
2013-11-24,2.0,Nova Scotial
2013-12-01,2.0,Nova Scotial
2013-12-08,2.0,Nova Scotial
2013-12-15,2.0,Nova Scotial
2013-12-22,2.0,Nova Scotial
2013-12-29,3.0,Nova Scotial
2014-01-05,14.124293785310732,Nova Scotial
2014-01-12,9.887005649717512,Nova Scotial
2014-01-19,5.225988700564971,Nova Scotial
2014-01-26,3.531073446327683,Nova Scotial
2014-02-02,2.966101694915254,Nova Scotial
2014-02-09,2.259887005649717,Nova Scotial
2014-02-16,3.531073446327683,Nova Scotial
2014-02-23,2.542372881355932,Nova Scotial
2014-03-02,1.6949152542372878,Nova Scotial
2014-03-09,2.542372881355932,Nova Scotial
2014-03-16,1.6949152542372878,Nova Scotial
2014-03-23,2.542372881355932,Nova Scotial
2014-03-30,1.6949152542372878,Nova Scotial
2014-04-06,1.2711864406779658,Nova Scotial
2014-04-13,1.412429378531073,Nova Scotial
2014-04-20,1.1299435028248586,Nova Scotial
2014-04-27,1.1299435028248586,Nova Scotial
2014-05-04,1.5536723163841806,Nova Scotial
2014-05-11,1.6949152542372878,Nova Scotial
2014-05-18,0.9887005649717512,Nova Scotial
2014-05-25,1.1299435028248586,Nova Scotial
2014-06-01,1.5536723163841806,Nova Scotial
2014-06-08,0.9887005649717512,Nova Scotial
2014-06-15,0.001412429378531,Nova Scotial
2014-06-22,1.2711864406779658,Nova Scotial
2014-06-29,0.9887005649717512,Nova Scotial
2014-07-06,1.1299435028248586,Nova Scotial
2014-07-13,0.001412429378531,Nova Scotial
2014-07-20,0.001412429378531,Nova Scotial
2014-07-27,0.001412429378531,Nova Scotial
2014-08-03,1.6949152542372878,Nova Scotial
2014-08-10,0.001412429378531,Nova Scotial
2014-08-17,1.2711864406779658,Nova Scotial
2014-08-24,0.001412429378531,Nova Scotial
2014-08-31,0.001412429378531,Nova Scotial
2014-09-07,1.2711864406779658,Nova Scotial
2014-09-14,1.5536723163841806,Nova Scotial
2014-09-21,1.412429378531073,Nova Scotial
2014-09-28,1.9774011299435024,Nova Scotial
2014-10-05,2.542372881355932,Nova Scotial
2014-10-12,4.378531073446327,Nova Scotial
2014-10-19,7.627118644067795,Nova Scotial
2014-10-26,5.225988700564971,Nova Scotial
2014-11-02,4.802259887005649,Nova Scotial
2014-11-09,2.542372881355932,Nova Scotial
2014-11-16,3.67231638418079,Nova Scotial
2014-11-23,2.11864406779661,Nova Scotial
2014-11-30,1.9774011299435024,Nova Scotial
2014-12-07,1.6949152542372878,Nova Scotial
2014-12-14,2.542372881355932,Nova Scotial
2014-12-21,2.824858757062146,Nova Scotial
2014-12-28,5.225988700564971,Nova Scotial
2015-01-04,3.2485875706214684,Nova Scotial
2015-01-11,3.67231638418079,Nova Scotial
2015-01-18,4.23728813559322,Nova Scotial
2015-01-25,3.954802259887005,Nova Scotial
2015-02-01,3.8135593220338975,Nova Scotial
2015-02-08,3.107344632768361,Nova Scotial
2015-02-15,2.824858757062146,Nova Scotial
2015-02-22,3.531073446327683,Nova Scotial
2015-03-01,3.389830508474576,Nova Scotial
2015-03-08,2.683615819209039,Nova Scotial
2015-03-15,2.4011299435028244,Nova Scotial
2015-03-22,1.6949152542372878,Nova Scotial
2015-03-29,1.412429378531073,Nova Scotial
2015-04-05,2.11864406779661,Nova Scotial
2015-04-12,1.836158192090395,Nova Scotial
2015-04-19,1.6949152542372878,Nova Scotial
2015-04-26,2.542372881355932,Nova Scotial
2015-05-03,1.836158192090395,Nova Scotial
2015-05-10,1.1299435028248586,Nova Scotial
2015-05-17,1.412429378531073,Nova Scotial
2015-05-24,1.1299435028248586,Nova Scotial
2015-05-31,1.412429378531073,Nova Scotial
2015-06-07,0.001412429378531,Nova Scotial
2015-06-14,0.9887005649717512,Nova Scotial
2015-06-21,0.001412429378531,Nova Scotial
2015-06-28,0.9887005649717512,Nova Scotial
2015-07-05,0.001412429378531,Nova Scotial
2015-07-12,1.2711864406779658,Nova Scotial
2015-07-19,0.001412429378531,Nova Scotial
2015-07-26,0.9887005649717512,Nova Scotial
2015-08-02,0.8474576271186439,Nova Scotial
2015-08-09,0.001412429378531,Nova Scotial
2015-08-16,0.001412429378531,Nova Scotial
2015-08-23,0.001412429378531,Nova Scotial
2015-08-30,0.9887005649717512,Nova Scotial
2015-09-06,0.9887005649717512,Nova Scotial
2015-09-13,0.9887005649717512,Nova Scotial
2015-09-20,1.2711864406779658,Nova Scotial
2015-09-27,1.836158192090395,Nova Scotial
2015-10-04,3.954802259887005,Nova Scotial
2015-10-11,2.824858757062146,Nova Scotial
2015-10-18,4.6610169491525415,Nova Scotial
2015-10-25,5.084745762711863,Nova Scotial
