index,Category: All categories,Province
2008-11-02,3.0,Alberta
2008-11-09,4.0,Alberta
2008-11-16,3.0,Alberta
2008-11-23,2.0,Alberta
2008-11-30,2.0,Alberta
2008-12-07,2.0,Alberta
2008-12-14,2.0,Alberta
2008-12-21,2.0,Alberta
2008-12-28,1.0,Alberta
2009-01-04,1.0,Alberta
2009-01-11,1.0,Alberta
2009-01-18,1.0,Alberta
2009-01-25,1.0,Alberta
2009-02-01,1.0,Alberta
2009-02-08,2.0,Alberta
2009-02-15,1.0,Alberta
2009-02-22,2.0,Alberta
2009-03-01,2.0,Alberta
2009-03-08,2.0,Alberta
2009-03-15,1.0,Alberta
2009-03-22,1.0,Alberta
2009-03-29,1.0,Alberta
2009-04-05,1.0,Alberta
2009-04-12,1.0,Alberta
2009-04-19,6.0,Alberta
2009-04-26,100.0,Alberta
2009-05-03,30.0,Alberta
2009-05-10,13.0,Alberta
2009-05-17,8.0,Alberta
2009-05-24,4.0,Alberta
2009-05-31,3.0,Alberta
2009-06-07,6.0,Alberta
2009-06-14,5.0,Alberta
2009-06-21,5.0,Alberta
2009-06-28,3.0,Alberta
2009-07-05,4.0,Alberta
2009-07-12,5.0,Alberta
2009-07-19,4.0,Alberta
2009-07-26,3.0,Alberta
2009-08-02,2.0,Alberta
2009-08-09,3.0,Alberta
2009-08-16,4.0,Alberta
2009-08-23,4.0,Alberta
2009-08-30,4.0,Alberta
2009-09-06,5.0,Alberta
2009-09-13,6.0,Alberta
2009-09-20,8.0,Alberta
2009-09-27,7.0,Alberta
2009-10-04,7.0,Alberta
2009-10-11,17.0,Alberta
2009-10-18,25.0,Alberta
2009-10-25,69.0,Alberta
2009-11-01,34.0,Alberta
2009-11-08,16.0,Alberta
2009-11-15,9.0,Alberta
2009-11-22,9.0,Alberta
2009-11-29,6.0,Alberta
2009-12-06,4.0,Alberta
2009-12-13,3.0,Alberta
2009-12-20,4.0,Alberta
2009-12-27,2.0,Alberta
2010-01-03,2.0,Alberta
2010-01-10,2.0,Alberta
2010-01-17,2.0,Alberta
2010-01-24,2.0,Alberta
2010-01-31,2.0,Alberta
2010-02-07,0.01,Alberta
2010-02-14,1.0,Alberta
2010-02-21,2.0,Alberta
2010-02-28,1.0,Alberta
2010-03-07,1.0,Alberta
2010-03-14,2.0,Alberta
2010-03-21,1.0,Alberta
2010-03-28,1.0,Alberta
2010-04-04,1.0,Alberta
2010-04-11,0.01,Alberta
2010-04-18,1.0,Alberta
2010-04-25,1.0,Alberta
2010-05-02,1.0,Alberta
2010-05-09,1.0,Alberta
2010-05-16,0.01,Alberta
2010-05-23,1.0,Alberta
2010-05-30,2.0,Alberta
2010-06-06,1.0,Alberta
2010-06-13,0.01,Alberta
2010-06-20,1.0,Alberta
2010-06-27,1.0,Alberta
2010-07-04,1.0,Alberta
2010-07-11,0.01,Alberta
2010-07-18,0.01,Alberta
2010-07-25,1.0,Alberta
2010-08-01,0.01,Alberta
2010-08-08,1.0,Alberta
2010-08-15,0.01,Alberta
2010-08-22,1.0,Alberta
2010-08-29,1.0,Alberta
2010-09-05,1.0,Alberta
2010-09-12,1.0,Alberta
2010-09-19,2.0,Alberta
2010-09-26,2.0,Alberta
2010-10-03,2.0,Alberta
2010-10-10,6.0,Alberta
2010-10-17,5.0,Alberta
2010-10-24,5.0,Alberta
2010-10-31,4.0,Alberta
2010-11-07,4.0,Alberta
2010-11-14,2.0,Alberta
2010-11-21,3.0,Alberta
2010-11-28,2.0,Alberta
2010-12-05,2.0,Alberta
2010-12-12,2.0,Alberta
2010-12-19,2.0,Alberta
2010-12-26,1.0,Alberta
2011-01-02,3.0,Alberta
2011-01-09,2.0,Alberta
2011-01-16,3.0,Alberta
2011-01-23,2.0,Alberta
2011-01-30,1.0,Alberta
2011-02-06,1.0,Alberta
2011-02-13,1.0,Alberta
2011-02-20,2.0,Alberta
2011-02-27,2.0,Alberta
2011-03-06,1.0,Alberta
2011-03-13,1.0,Alberta
2011-03-20,1.0,Alberta
2011-03-27,1.0,Alberta
2011-04-03,1.0,Alberta
2011-04-10,1.0,Alberta
2011-04-17,1.0,Alberta
2011-04-24,1.0,Alberta
2011-05-01,1.0,Alberta
2011-05-08,1.0,Alberta
2011-05-15,1.0,Alberta
2011-05-22,1.0,Alberta
2011-05-29,1.0,Alberta
2011-06-05,1.0,Alberta
2011-06-12,1.0,Alberta
2011-06-19,1.0,Alberta
2011-06-26,0.5,Alberta
2011-07-03,1.0,Alberta
2011-07-10,1.0,Alberta
2011-07-17,1.0,Alberta
2011-07-24,0.5,Alberta
2011-07-31,0.5,Alberta
2011-08-07,0.5,Alberta
2011-08-14,0.5,Alberta
2011-08-21,0.01,Alberta
2011-08-28,1.0,Alberta
2011-09-04,1.0,Alberta
2011-09-11,1.0,Alberta
2011-09-18,1.0,Alberta
2011-09-25,2.0,Alberta
2011-10-02,3.0,Alberta
2011-10-09,3.0,Alberta
2011-10-16,7.0,Alberta
2011-10-23,6.0,Alberta
2011-10-30,4.0,Alberta
2011-11-06,4.0,Alberta
2011-11-13,4.0,Alberta
2011-11-20,3.0,Alberta
2011-11-27,2.0,Alberta
2011-12-04,2.0,Alberta
2011-12-11,2.0,Alberta
2011-12-18,2.0,Alberta
2011-12-25,2.0,Alberta
2012-01-01,2.0,Alberta
2012-01-08,2.0,Alberta
2012-01-15,1.0,Alberta
2012-01-22,1.0,Alberta
2012-01-29,2.0,Alberta
2012-02-05,2.0,Alberta
2012-02-12,2.0,Alberta
2012-02-19,1.0,Alberta
2012-02-26,1.0,Alberta
2012-03-04,1.0,Alberta
2012-03-11,2.0,Alberta
2012-03-18,1.0,Alberta
2012-03-25,1.0,Alberta
2012-04-01,1.0,Alberta
2012-04-08,1.0,Alberta
2012-04-15,1.0,Alberta
2012-04-22,1.0,Alberta
2012-04-29,1.0,Alberta
2012-05-06,1.0,Alberta
2012-05-13,1.0,Alberta
2012-05-20,1.0,Alberta
2012-05-27,1.0,Alberta
2012-06-03,1.0,Alberta
2012-06-10,1.0,Alberta
2012-06-17,1.0,Alberta
2012-06-24,1.0,Alberta
2012-07-01,1.0,Alberta
2012-07-08,1.0,Alberta
2012-07-15,1.0,Alberta
2012-07-22,1.0,Alberta
2012-07-29,1.0,Alberta
2012-08-05,1.0,Alberta
2012-08-12,0.5,Alberta
2012-08-19,1.0,Alberta
2012-08-26,1.0,Alberta
2012-09-02,1.0,Alberta
2012-09-09,1.0,Alberta
2012-09-16,1.0,Alberta
2012-09-23,1.0,Alberta
2012-09-30,2.0,Alberta
2012-10-07,3.0,Alberta
2012-10-14,7.0,Alberta
2012-10-21,6.0,Alberta
2012-10-28,6.0,Alberta
2012-11-04,4.0,Alberta
2012-11-11,4.0,Alberta
2012-11-18,3.0,Alberta
2012-11-25,3.0,Alberta
2012-12-02,3.0,Alberta
2012-12-09,4.0,Alberta
2012-12-16,3.0,Alberta
2012-12-23,4.0,Alberta
2012-12-30,4.0,Alberta
2013-01-06,9.0,Alberta
2013-01-13,6.0,Alberta
2013-01-20,3.0,Alberta
2013-01-27,3.0,Alberta
2013-02-03,2.0,Alberta
2013-02-10,2.0,Alberta
2013-02-17,2.0,Alberta
2013-02-24,1.0,Alberta
2013-03-03,1.0,Alberta
2013-03-10,1.0,Alberta
2013-03-17,1.0,Alberta
2013-03-24,1.0,Alberta
2013-03-31,2.0,Alberta
2013-04-07,2.0,Alberta
2013-04-14,2.0,Alberta
2013-04-21,1.0,Alberta
2013-04-28,1.0,Alberta
2013-05-05,1.0,Alberta
2013-05-12,1.0,Alberta
2013-05-19,1.0,Alberta
2013-05-26,1.0,Alberta
2013-06-02,1.0,Alberta
2013-06-09,1.0,Alberta
2013-06-16,1.0,Alberta
2013-06-23,1.0,Alberta
2013-06-30,1.0,Alberta
2013-07-07,1.0,Alberta
2013-07-14,1.0,Alberta
2013-07-21,1.0,Alberta
2013-07-28,1.0,Alberta
2013-08-04,1.0,Alberta
2013-08-11,1.0,Alberta
2013-08-18,1.0,Alberta
2013-08-25,1.0,Alberta
2013-09-01,1.0,Alberta
2013-09-08,1.0,Alberta
2013-09-15,1.0,Alberta
2013-09-22,2.0,Alberta
2013-09-29,3.0,Alberta
2013-10-06,3.0,Alberta
2013-10-13,3.0,Alberta
2013-10-20,9.0,Alberta
2013-10-27,6.0,Alberta
2013-11-03,6.0,Alberta
2013-11-10,4.0,Alberta
2013-11-17,3.0,Alberta
2013-11-24,3.0,Alberta
2013-12-01,2.0,Alberta
2013-12-08,3.0,Alberta
2013-12-15,4.0,Alberta
2013-12-22,6.0,Alberta
2013-12-29,15.0,Alberta
2014-01-05,28.75,Alberta
2014-01-12,8.049999999999999,Alberta
2014-01-19,3.7375,Alberta
2014-01-26,2.875,Alberta
2014-02-02,2.3,Alberta
2014-02-09,1.725,Alberta
2014-02-16,1.725,Alberta
2014-02-23,1.4375,Alberta
2014-03-02,1.725,Alberta
2014-03-09,1.15,Alberta
2014-03-16,1.4375,Alberta
2014-03-23,1.4375,Alberta
2014-03-30,1.4375,Alberta
2014-04-06,1.4375,Alberta
2014-04-13,1.15,Alberta
2014-04-20,1.15,Alberta
2014-04-27,1.4375,Alberta
2014-05-04,1.4375,Alberta
2014-05-11,1.15,Alberta
2014-05-18,1.15,Alberta
2014-05-25,1.15,Alberta
2014-06-01,1.15,Alberta
2014-06-08,0.8624999999999999,Alberta
2014-06-15,0.8624999999999999,Alberta
2014-06-22,0.575,Alberta
2014-06-29,0.8624999999999999,Alberta
2014-07-06,0.575,Alberta
2014-07-13,0.8624999999999999,Alberta
2014-07-20,0.8624999999999999,Alberta
2014-07-27,0.575,Alberta
2014-08-03,0.575,Alberta
2014-08-10,0.8624999999999999,Alberta
2014-08-17,0.8624999999999999,Alberta
2014-08-24,0.8624999999999999,Alberta
2014-08-31,1.15,Alberta
2014-09-07,1.4375,Alberta
2014-09-14,1.725,Alberta
2014-09-21,2.0125,Alberta
2014-09-28,3.1625,Alberta
2014-10-05,3.45,Alberta
2014-10-12,5.175,Alberta
2014-10-19,10.35,Alberta
2014-10-26,7.762499999999999,Alberta
2014-11-02,6.0375,Alberta
2014-11-09,4.025,Alberta
2014-11-16,4.3125,Alberta
2014-11-23,3.1625,Alberta
2014-11-30,3.45,Alberta
2014-12-07,4.025,Alberta
2014-12-14,3.45,Alberta
2014-12-21,3.45,Alberta
2014-12-28,4.3125,Alberta
2015-01-04,4.3125,Alberta
2015-01-11,3.45,Alberta
2015-01-18,2.3,Alberta
2015-01-25,2.875,Alberta
2015-02-01,2.0125,Alberta
2015-02-08,2.0125,Alberta
2015-02-15,1.725,Alberta
2015-02-22,1.725,Alberta
2015-03-01,1.4375,Alberta
2015-03-08,1.4375,Alberta
2015-03-15,1.15,Alberta
2015-03-22,1.4375,Alberta
2015-03-29,1.4375,Alberta
2015-04-05,1.4375,Alberta
2015-04-12,1.15,Alberta
2015-04-19,0.8624999999999999,Alberta
2015-04-26,1.15,Alberta
2015-05-03,1.15,Alberta
2015-05-10,0.8624999999999999,Alberta
2015-05-17,1.15,Alberta
2015-05-24,0.8624999999999999,Alberta
2015-05-31,0.8624999999999999,Alberta
2015-06-07,0.575,Alberta
2015-06-14,0.575,Alberta
2015-06-21,0.575,Alberta
2015-06-28,0.575,Alberta
2015-07-05,0.575,Alberta
2015-07-12,0.575,Alberta
2015-07-19,0.2875,Alberta
2015-07-26,0.575,Alberta
2015-08-02,0.575,Alberta
2015-08-09,0.8624999999999999,Alberta
2015-08-16,1.15,Alberta
2015-08-23,0.575,Alberta
2015-08-30,0.8624999999999999,Alberta
2015-09-06,0.8624999999999999,Alberta
2015-09-13,1.4375,Alberta
2015-09-20,1.725,Alberta
2015-09-27,1.4375,Alberta
2015-10-04,3.1625,Alberta
2015-10-11,3.45,Alberta
2015-10-18,7.762499999999999,Alberta
2015-10-25,6.0375,Alberta
2015-11-01,5.4625,Alberta
2015-11-08,4.025,Alberta
2015-11-15,3.45,Alberta
2015-11-22,2.5875,Alberta
2015-11-29,2.3,Alberta
2015-12-06,2.3,Alberta
2015-12-13,2.0125,Alberta
2015-12-20,2.5875,Alberta
2015-12-27,2.0125,Alberta
2016-01-03,2.5875,Alberta
2016-01-10,3.7375,Alberta
2016-01-17,3.1625,Alberta
2016-01-24,2.875,Alberta
2016-01-31,3.45,Alberta
2016-02-07,3.45,Alberta
2016-02-14,3.1625,Alberta
2016-02-21,2.875,Alberta
2016-02-28,2.875,Alberta
2016-03-06,2.5875,Alberta
2016-03-13,2.3,Alberta
2016-03-20,2.5875,Alberta
2016-03-27,2.0125,Alberta
2016-04-03,1.725,Alberta
2016-04-10,1.15,Alberta
2016-04-17,1.15,Alberta
2016-04-24,1.15,Alberta
2016-05-01,0.8624999999999999,Alberta
2016-05-08,1.15,Alberta
2016-05-15,1.15,Alberta
2016-05-22,0.8624999999999999,Alberta
2016-05-29,0.8624999999999999,Alberta
2016-06-05,0.575,Alberta
2016-06-12,0.575,Alberta
2016-06-19,0.575,Alberta
2016-06-26,0.575,Alberta
2016-07-03,0.575,Alberta
2016-07-10,0.575,Alberta
2016-07-17,0.8624999999999999,Alberta
2016-07-24,0.575,Alberta
2016-07-31,0.575,Alberta
2016-08-07,0.8624999999999999,Alberta
2016-08-14,0.575,Alberta
2016-08-21,0.575,Alberta
2016-08-28,0.8624999999999999,Alberta
2016-09-04,0.8624999999999999,Alberta
2016-09-11,1.4375,Alberta
2016-09-18,2.0125,Alberta
2016-09-25,1.725,Alberta
2016-10-02,2.875,Alberta
2016-10-09,3.1625,Alberta
2016-10-16,4.025,Alberta
2016-10-23,9.4875,Alberta
2016-10-30,7.187499999999999,Alberta
2016-11-06,5.4625,Alberta
2016-11-13,4.6,Alberta
2016-11-20,4.6,Alberta
2016-11-27,4.6,Alberta
2016-12-04,4.025,Alberta
2016-12-11,4.6,Alberta
2016-12-18,4.3125,Alberta
2016-12-25,4.6,Alberta
2017-01-01,5.175,Alberta
2017-01-08,4.025,Alberta
2017-01-15,3.7375,Alberta
2017-01-22,3.45,Alberta
2017-01-29,2.875,Alberta
2017-02-05,2.875,Alberta
2017-02-12,2.5875,Alberta
2017-02-19,2.5875,Alberta
2017-02-26,2.0125,Alberta
2017-03-05,2.3,Alberta
2017-03-12,1.725,Alberta
2017-03-19,2.0125,Alberta
2017-03-26,1.725,Alberta
2017-04-02,1.725,Alberta
2017-04-09,1.4375,Alberta
2017-04-16,1.725,Alberta
2017-04-23,1.4375,Alberta
2017-04-30,1.4375,Alberta
2017-05-07,1.4375,Alberta
2017-05-14,1.15,Alberta
2017-05-21,1.15,Alberta
2017-05-28,1.15,Alberta
2017-06-04,1.15,Alberta
2017-06-11,0.8624999999999999,Alberta
2017-06-18,0.575,Alberta
2017-06-25,1.15,Alberta
2017-07-02,0.8624999999999999,Alberta
2017-07-09,0.8624999999999999,Alberta
2017-07-16,0.8624999999999999,Alberta
2017-07-23,0.8624999999999999,Alberta
2017-07-30,0.8624999999999999,Alberta
2017-08-06,0.8624999999999999,Alberta
2017-08-13,1.15,Alberta
2017-08-20,0.8624999999999999,Alberta
2017-08-27,0.8624999999999999,Alberta
2017-09-03,0.8624999999999999,Alberta
2017-09-10,1.15,Alberta
2017-09-17,2.0125,Alberta
2017-09-24,2.5875,Alberta
2017-10-01,3.45,Alberta
2017-10-08,4.025,Alberta
2017-10-15,4.887499999999999,Alberta
2017-10-22,12.075,Alberta
2017-10-29,9.2,Alberta
2017-11-05,8.337499999999999,Alberta
2017-11-12,5.75,Alberta
2017-11-19,4.3125,Alberta
2017-11-26,4.6,Alberta
2017-12-03,5.175,Alberta
2017-12-10,5.75,Alberta
2017-12-17,6.0375,Alberta
2017-12-24,5.4625,Alberta
2017-12-31,6.0375,Alberta
2018-01-07,6.0375,Alberta
2018-01-14,5.75,Alberta
2018-01-21,5.4625,Alberta
2018-01-28,4.3125,Alberta
2018-02-04,4.025,Alberta
2018-02-11,4.025,Alberta
2018-02-18,3.45,Alberta
2018-02-25,2.5875,Alberta
2018-03-04,2.5875,Alberta
2018-03-11,2.0125,Alberta
2018-03-18,2.3,Alberta
2018-03-25,1.4375,Alberta
2018-04-01,1.725,Alberta
2018-04-08,1.725,Alberta
2018-04-15,1.4375,Alberta
2018-04-22,1.15,Alberta
2018-04-29,1.15,Alberta
2018-05-06,1.15,Alberta
2018-05-13,1.15,Alberta
2018-05-20,0.8624999999999999,Alberta
2018-05-27,1.15,Alberta
2018-06-03,1.15,Alberta
2018-06-10,0.8624999999999999,Alberta
2018-06-17,0.8624999999999999,Alberta
2018-06-24,0.8624999999999999,Alberta
2018-07-01,0.8624999999999999,Alberta
2018-07-08,0.8624999999999999,Alberta
2018-07-15,0.8624999999999999,Alberta
2018-07-22,0.575,Alberta
2018-07-29,0.575,Alberta
2018-08-05,0.575,Alberta
2018-08-12,0.8624999999999999,Alberta
2018-08-19,0.8624999999999999,Alberta
2018-08-26,1.15,Alberta
2018-09-02,1.4375,Alberta
2018-09-09,1.4375,Alberta
2018-09-16,2.3,Alberta
2018-09-23,2.875,Alberta
2018-09-30,4.025,Alberta
2018-10-07,4.3125,Alberta
2018-10-14,9.775,Alberta
2018-10-21,7.762499999999999,Alberta
2018-10-28,6.324999999999999,Alberta
2018-11-04,5.75,Alberta
2018-11-11,6.6125,Alberta
2018-11-18,5.4625,Alberta
2018-11-25,5.75,Alberta
2018-12-02,4.887499999999999,Alberta
2018-12-09,4.3125,Alberta
2018-12-16,3.7375,Alberta
2018-12-23,4.6,Alberta
2018-12-30,3.7375,Alberta
2019-01-06,5.183668341708541,Alberta
2019-01-13,4.056783919597989,Alberta
2019-01-20,3.606030150753768,Alberta
2019-01-27,2.929899497487437,Alberta
2019-02-03,2.4791457286432155,Alberta
2019-02-10,2.0283919597989946,Alberta
2019-02-17,2.0283919597989946,Alberta
2019-02-24,1.803015075376884,Alberta
2019-03-03,2.253768844221105,Alberta
2019-03-10,1.803015075376884,Alberta
2019-03-17,1.803015075376884,Alberta
2019-03-24,1.803015075376884,Alberta
2019-03-31,1.803015075376884,Alberta
2019-04-07,1.5776381909547736,Alberta
2019-04-14,1.3522613065326632,Alberta
2019-04-21,1.5776381909547736,Alberta
2019-04-28,1.1268844221105525,Alberta
2019-05-05,1.5776381909547736,Alberta
2019-05-12,1.1268844221105525,Alberta
2019-05-19,1.1268844221105525,Alberta
2019-05-26,1.1268844221105525,Alberta
2019-06-02,0.6761306532663316,Alberta
2019-06-09,1.1268844221105525,Alberta
2019-06-16,0.901507537688442,Alberta
2019-06-23,0.901507537688442,Alberta
2019-06-30,0.901507537688442,Alberta
2019-07-07,1.1268844221105525,Alberta
2019-07-14,1.1268844221105525,Alberta
2019-07-21,1.1268844221105525,Alberta
2019-07-28,0.901507537688442,Alberta
2019-08-04,0.901507537688442,Alberta
2019-08-11,0.901507537688442,Alberta
2019-08-18,0.901507537688442,Alberta
2019-08-25,1.1268844221105525,Alberta
2019-09-01,1.3522613065326632,Alberta
2019-09-08,1.5776381909547736,Alberta
2019-09-15,1.803015075376884,Alberta
2019-09-22,2.7045226130653264,Alberta
2019-09-29,4.50753768844221,Alberta
2019-10-06,6.535929648241205,Alberta
2019-10-13,7.212060301507536,Alberta
2019-10-20,9.691206030150752,Alberta
2019-10-27,7.437437185929647,Alberta
2019-11-03,6.535929648241205,Alberta
2019-11-10,5.183668341708541,Alberta
2019-11-17,4.2821608040201,Alberta
2019-11-24,3.3806532663316577,Alberta
2019-12-01,3.606030150753768,Alberta
2019-12-08,4.2821608040201,Alberta
2019-12-15,4.7329145728643205,Alberta
2019-12-22,4.50753768844221,Alberta
2019-12-29,4.7329145728643205,Alberta
2020-01-05,4.7329145728643205,Alberta
2020-01-12,4.50753768844221,Alberta
2020-01-19,6.085175879396984,Alberta
2020-01-26,9.916582914572862,Alberta
2020-02-02,7.437437185929647,Alberta
2020-02-09,5.183668341708541,Alberta
2020-02-16,3.831407035175879,Alberta
2020-02-23,7.662814070351757,Alberta
2020-03-01,11.043467336683417,Alberta
2020-03-08,21.63618090452261,Alberta
2020-03-15,22.537688442211053,Alberta
2020-03-22,17.80477386934673,Alberta
2020-03-29,13.522613065326633,Alberta
2020-04-05,11.043467336683417,Alberta
2020-04-12,8.33894472361809,Alberta
2020-04-19,7.662814070351757,Alberta
2020-04-26,6.310552763819095,Alberta
2020-05-03,4.958291457286431,Alberta
2020-05-10,4.7329145728643205,Alberta
2020-05-17,4.056783919597989,Alberta
2020-05-24,3.606030150753768,Alberta
2020-05-31,1.803015075376884,Alberta
2020-06-07,2.0283919597989946,Alberta
2020-06-14,1.803015075376884,Alberta
2020-06-21,2.4791457286432155,Alberta
2020-06-28,3.606030150753768,Alberta
2020-07-05,2.7045226130653264,Alberta
2020-07-12,2.4791457286432155,Alberta
2020-07-19,3.3806532663316577,Alberta
2020-07-26,2.7045226130653264,Alberta
2020-08-02,3.3806532663316577,Alberta
2020-08-09,3.1552763819095477,Alberta
2020-08-16,3.1552763819095477,Alberta
2020-08-23,2.929899497487437,Alberta
2020-08-30,3.1552763819095477,Alberta
2020-09-06,4.056783919597989,Alberta
2020-09-13,4.958291457286431,Alberta
2020-09-20,5.634422110552763,Alberta
2020-09-27,5.859798994974874,Alberta
2020-10-04,9.916582914572862,Alberta
2020-10-11,14.19874371859296,Alberta
2020-10-18,18.03015075376884,Alberta
2020-10-25,12.395728643216078,Alberta
2020-11-01,8.113567839195978,Alberta
2020-11-08,7.437437185929647,Alberta
2020-11-15,8.113567839195978,Alberta
2020-11-22,7.437437185929647,Alberta
2020-11-29,6.085175879396984,Alberta
2020-12-06,5.859798994974874,Alberta
2020-12-13,4.7329145728643205,Alberta
2020-12-20,3.1552763819095477,Alberta
2020-12-27,3.831407035175879,Alberta
2021-01-03,3.1552763819095477,Alberta
2021-01-10,2.929899497487437,Alberta
2021-01-17,2.253768844221105,Alberta
2021-01-24,2.7045226130653264,Alberta
2021-01-31,2.253768844221105,Alberta
2021-02-07,1.803015075376884,Alberta
2021-02-14,2.0283919597989946,Alberta
2021-02-21,2.253768844221105,Alberta
2021-02-28,2.0283919597989946,Alberta
2021-03-07,2.253768844221105,Alberta
2021-03-14,1.5776381909547736,Alberta
2021-03-21,2.0283919597989946,Alberta
2021-03-28,2.253768844221105,Alberta
2021-04-04,2.929899497487437,Alberta
2021-04-11,3.1552763819095477,Alberta
2021-04-18,2.929899497487437,Alberta
2021-04-25,2.7045226130653264,Alberta
2021-05-02,3.1552763819095477,Alberta
2021-05-09,2.4791457286432155,Alberta
2021-05-16,2.0283919597989946,Alberta
2021-05-23,1.803015075376884,Alberta
2021-05-30,3.831407035175879,Alberta
2021-06-06,1.5776381909547736,Alberta
2021-06-13,1.1268844221105525,Alberta
2021-06-20,1.3522613065326632,Alberta
2021-06-27,1.1268844221105525,Alberta
2021-07-04,1.1268844221105525,Alberta
2021-07-11,1.1268844221105525,Alberta
2021-07-18,1.3522613065326632,Alberta
2021-07-25,1.5776381909547736,Alberta
2021-08-01,1.3522613065326632,Alberta
2021-08-08,1.5776381909547736,Alberta
2021-08-15,1.803015075376884,Alberta
2021-08-22,2.253768844221105,Alberta
2021-08-29,2.253768844221105,Alberta
2021-09-05,2.4791457286432155,Alberta
2021-09-12,3.606030150753768,Alberta
2021-09-19,3.3806532663316577,Alberta
2021-09-26,4.958291457286431,Alberta
2021-10-03,6.761306532663316,Alberta
2021-10-10,8.78969849246231,Alberta
2021-10-17,10.141959798994971,Alberta
2021-10-24,6.986683417085426,Alberta
2021-10-31,6.085175879396984,Alberta
2021-11-07,4.056783919597989,Alberta
2021-11-14,3.3806532663316577,Alberta
2021-11-21,3.3806532663316577,Alberta
2021-11-28,3.1552763819095477,Alberta
2021-12-05,2.7045226130653264,Alberta
2021-12-12,3.1552763819095477,Alberta
2021-12-19,3.606030150753768,Alberta
2021-12-26,5.183668341708541,Alberta
2022-01-02,5.183668341708541,Alberta
2022-01-09,3.831407035175879,Alberta
2022-01-16,3.3806532663316577,Alberta
2022-01-23,2.929899497487437,Alberta
2022-01-30,2.7045226130653264,Alberta
2022-02-06,1.803015075376884,Alberta
2022-02-13,1.3522613065326632,Alberta
2022-02-20,1.3522613065326632,Alberta
2022-02-27,1.3522613065326632,Alberta
2022-03-06,1.5776381909547736,Alberta
2022-03-13,1.803015075376884,Alberta
2022-03-20,1.3522613065326632,Alberta
2022-03-27,1.803015075376884,Alberta
2022-04-03,2.4791457286432155,Alberta
2022-04-10,2.7045226130653264,Alberta
2022-04-17,2.7045226130653264,Alberta
2022-04-24,2.929899497487437,Alberta
2022-05-01,2.929899497487437,Alberta
2022-05-08,2.7045226130653264,Alberta
2022-05-15,2.0283919597989946,Alberta
2022-05-22,2.253768844221105,Alberta
2022-05-29,1.803015075376884,Alberta
2022-06-05,1.5776381909547736,Alberta
2022-06-12,1.1268844221105525,Alberta
2022-06-19,1.1268844221105525,Alberta
2022-06-26,1.1268844221105525,Alberta
2022-07-03,1.803015075376884,Alberta
2022-07-10,1.1268844221105525,Alberta
2022-07-17,1.3522613065326632,Alberta
2022-07-24,1.3522613065326632,Alberta
2022-07-31,1.1268844221105525,Alberta
2022-08-07,1.1268844221105525,Alberta
2022-08-14,1.1268844221105525,Alberta
2022-08-21,1.3522613065326632,Alberta
2022-08-28,1.3522613065326632,Alberta
2022-09-04,1.1268844221105525,Alberta
2022-09-11,2.0283919597989946,Alberta
2022-09-18,2.7045226130653264,Alberta
2022-09-25,3.1552763819095477,Alberta
2022-10-02,4.056783919597989,Alberta
2022-10-09,5.634422110552763,Alberta
2022-10-16,8.113567839195978,Alberta
2022-10-23,7.212060301507536,Alberta
2022-10-30,6.310552763819095,Alberta
2022-11-06,7.888190954773868,Alberta
2022-11-13,11.043467336683417,Alberta
2022-11-20,9.01507537688442,Alberta
2022-11-27,7.212060301507536,Alberta
2022-12-04,7.212060301507536,Alberta
2022-12-11,5.409045226130653,Alberta
2022-12-18,3.831407035175879,Alberta
2022-12-25,3.606030150753768,Alberta
2023-01-01,3.3806532663316577,Alberta
2023-01-08,2.4791457286432155,Alberta
2023-01-15,2.0283919597989946,Alberta
2023-01-22,2.0283919597989946,Alberta
2023-01-29,2.253768844221105,Alberta
2023-02-05,1.5776381909547736,Alberta
2023-02-12,1.5776381909547736,Alberta
2023-02-19,1.803015075376884,Alberta
2023-02-26,2.0283919597989946,Alberta
2023-03-05,2.0283919597989946,Alberta
2023-03-12,2.0283919597989946,Alberta
2023-03-19,2.0283919597989946,Alberta
2023-03-26,1.803015075376884,Alberta
2023-04-02,1.803015075376884,Alberta
2023-04-09,1.5776381909547736,Alberta
2023-04-16,1.3522613065326632,Alberta
2023-04-23,1.1268844221105525,Alberta
2023-04-30,1.3522613065326632,Alberta
2023-05-07,1.1268844221105525,Alberta
2023-05-14,1.1268844221105525,Alberta
2023-05-21,0.901507537688442,Alberta
2023-05-28,1.3522613065326632,Alberta
2023-06-04,0.901507537688442,Alberta
2023-06-11,0.901507537688442,Alberta
2023-06-18,1.1268844221105525,Alberta
2023-06-25,1.1268844221105525,Alberta
2023-07-02,1.1268844221105525,Alberta
2023-07-09,0.901507537688442,Alberta
2023-07-16,1.1268844221105525,Alberta
2023-07-23,0.901507537688442,Alberta
2023-07-30,1.1268844221105525,Alberta
2023-08-06,0.901507537688442,Alberta
2023-08-13,0.901507537688442,Alberta
2023-08-20,1.1268844221105525,Alberta
2023-08-27,1.5776381909547736,Alberta
2023-09-03,1.3522613065326632,Alberta
2023-09-10,2.253768844221105,Alberta
2023-09-17,2.7045226130653264,Alberta
2023-09-24,2.929899497487437,Alberta
2023-10-01,4.056783919597989,Alberta
2023-10-08,5.409045226130653,Alberta
2023-10-15,7.662814070351757,Alberta
2023-10-22,5.409045226130653,Alberta
2023-10-29,4.7329145728643205,Alberta
