Province,A(H1N1)pdm09,AH3,Auns,A,B,RSV,PIV1,PIV2,PIV3,PIV4,PIV-Other,ADENO,HMPV,RHINO,Corona,EndingDate
Onatrio,269.0,0.0,15.0,859.0,19.0,213.0,25.0,12.0,9.0,5.0,1.0,7.0,32.0,27.0,23.0,2014-01-11
Manitoba,62.0,0.0,0.0,63.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2014-01-11
Saskatchewan,254.0,0.0,0.0,360.0,1.0,19.0,38.0,4.0,0.0,8.0,0.0,16.0,67.0,36.0,62.0,2014-01-11
Alberta,684.0,0.0,5.0,800.0,4.0,76.0,66.0,0.0,0.0,0.0,0.0,16.0,67.0,98.0,50.0,2014-01-11
British Columbia,405.0,0.0,11.0,463.0,6.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,2014-01-11
Newfoundland,29.0,0.0,0.0,48.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-18
Prince Edward Island,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-18
Nova Scotia,12.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2014-01-18
New Brunswick,168.0,0.0,0.0,310.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-18
Quebec,66.0,0.0,1.0,712.0,107.0,204.0,4.0,6.0,0.0,2.0,0.0,13.0,10.0,0.0,10.0,2014-01-18
Onatrio,366.0,0.0,11.0,824.0,19.0,174.0,26.0,10.0,5.0,5.0,0.0,12.0,37.0,29.0,47.0,2014-01-18
Manitoba,28.0,0.0,0.0,124.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0,5.0,8.0,2.0,9.0,2014-01-18
Saskatchewan,176.0,0.0,0.0,225.0,0.0,17.0,35.0,7.0,3.0,6.0,0.0,16.0,52.0,30.0,59.0,2014-01-18
Alberta,407.0,0.0,4.0,469.0,9.0,68.0,54.0,0.0,0.0,0.0,0.0,5.0,64.0,71.0,53.0,2014-01-18
British Columbia,376.0,0.0,16.0,442.0,12.0,58.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,10.0,5.0,2014-01-18
Newfoundland,0.0,0.0,0.0,75.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-01-25
Prince Edward Island,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-01-25
Nova Scotia,19.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,2014-01-25
New Brunswick,22.0,0.0,0.0,378.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-25
Quebec,101.0,0.0,0.0,702.0,110.0,236.0,5.0,3.0,2.0,3.0,0.0,17.0,12.0,0.0,6.0,2014-01-25
Onatrio,187.0,0.0,13.0,520.0,12.0,260.0,23.0,6.0,6.0,5.0,1.0,10.0,39.0,23.0,52.0,2014-01-25
Manitoba,94.0,0.0,1.0,103.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2014-01-25
Saskatchewan,121.0,0.0,1.0,133.0,3.0,28.0,18.0,1.0,1.0,2.0,1.0,15.0,59.0,20.0,54.0,2014-01-25
Alberta,228.0,0.0,1.0,280.0,7.0,76.0,34.0,0.0,0.0,0.0,0.0,10.0,68.0,62.0,38.0,2014-01-25
British Columbia,182.0,0.0,9.0,217.0,6.0,40.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,10.0,8.0,2014-01-25
Newfoundland,0.0,0.0,0.0,53.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-02-01
Prince Edward Island,29.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2014-02-01
Nova Scotia,20.0,0.0,2.0,23.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2014-02-01
New Brunswick,30.0,0.0,0.0,234.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014-02-01
Quebec,100.0,0.0,1.0,715.0,140.0,275.0,2.0,1.0,1.0,2.0,0.0,23.0,13.0,0.0,11.0,2014-02-01
Onatrio,127.0,0.0,24.0,474.0,25.0,251.0,22.0,1.0,5.0,5.0,0.0,14.0,45.0,24.0,59.0,2014-02-01
Manitoba,55.0,0.0,0.0,71.0,0.0,11.0,6.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,2014-02-01
Saskatchewan,67.0,0.0,1.0,94.0,6.0,31.0,10.0,3.0,1.0,2.0,1.0,18.0,49.0,22.0,63.0,2014-02-01
Alberta,103.0,0.0,2.0,151.0,14.0,73.0,27.0,0.0,0.0,0.0,0.0,7.0,90.0,66.0,45.0,2014-02-01
British Columbia,127.0,0.0,16.0,165.0,7.0,56.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,9.0,2014-02-01
Newfoundland,0.0,0.0,0.0,32.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2014-02-08
Prince Edward Island,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2014-02-08
Nova Scotia,13.0,0.0,0.0,14.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2014-02-08
New Brunswick,0.0,0.0,0.0,141.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-08
Quebec,88.0,0.0,0.0,625.0,130.0,285.0,2.0,6.0,1.0,2.0,0.0,21.0,21.0,0.0,13.0,2014-02-08
Onatrio,104.0,0.0,15.0,356.0,60.0,283.0,17.0,7.0,2.0,1.0,5.0,19.0,52.0,19.0,31.0,2014-02-08
Manitoba,43.0,0.0,0.0,55.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2014-02-08
Saskatchewan,57.0,0.0,1.0,77.0,6.0,37.0,14.0,4.0,0.0,4.0,0.0,20.0,51.0,22.0,63.0,2014-02-08
Alberta,86.0,0.0,3.0,127.0,16.0,86.0,20.0,0.0,0.0,0.0,0.0,10.0,78.0,83.0,31.0,2014-02-08
British Columbia,100.0,0.0,11.0,123.0,8.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,13.0,2014-02-08
Newfoundland,0.0,0.0,0.0,27.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2014-02-15
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-15
Nova Scotia,15.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2014-02-15
New Brunswick,0.0,0.0,0.0,49.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014-02-15
Quebec,66.0,0.0,0.0,496.0,151.0,196.0,3.0,3.0,1.0,2.0,0.0,18.0,18.0,0.0,9.0,2014-02-15
Onatrio,74.0,0.0,10.0,204.0,56.0,192.0,6.0,4.0,4.0,4.0,0.0,14.0,55.0,16.0,44.0,2014-02-15
Manitoba,30.0,0.0,0.0,34.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2014-02-15
Saskatchewan,34.0,0.0,1.0,46.0,5.0,46.0,8.0,2.0,1.0,4.0,0.0,18.0,57.0,24.0,50.0,2014-02-15
Alberta,47.0,0.0,1.0,94.0,10.0,83.0,20.0,0.0,0.0,0.0,0.0,9.0,66.0,66.0,15.0,2014-02-15
British Columbia,48.0,0.0,7.0,71.0,12.0,51.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,11.0,6.0,2014-02-15
Newfoundland,0.0,0.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-02-22
Prince Edward Island,6.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-02-22
Nova Scotia,11.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2014-02-22
New Brunswick,0.0,0.0,0.0,71.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014-02-22
Quebec,37.0,0.0,0.0,323.0,178.0,267.0,4.0,0.0,1.0,1.0,0.0,13.0,22.0,0.0,14.0,2014-02-22
Onatrio,19.0,0.0,14.0,98.0,80.0,219.0,7.0,7.0,2.0,0.0,1.0,7.0,59.0,32.0,41.0,2014-02-22
Manitoba,29.0,0.0,0.0,31.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2014-02-22
Saskatchewan,11.0,0.0,0.0,17.0,3.0,44.0,2.0,1.0,0.0,1.0,0.0,8.0,43.0,16.0,33.0,2014-02-22
Alberta,35.0,0.0,3.0,75.0,7.0,80.0,4.0,0.0,0.0,0.0,0.0,11.0,83.0,78.0,23.0,2014-02-22
British Columbia,43.0,0.0,8.0,80.0,12.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,2014-02-22
Newfoundland,0.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2014-03-01
Prince Edward Island,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2014-03-01
Nova Scotia,15.0,0.0,0.0,17.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2014-03-01
New Brunswick,2.0,0.0,0.0,37.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-03-01
Quebec,35.0,0.0,0.0,214.0,174.0,222.0,2.0,3.0,1.0,2.0,0.0,21.0,24.0,0.0,23.0,2014-03-01
Onatrio,32.0,0.0,12.0,105.0,94.0,252.0,8.0,10.0,10.0,0.0,1.0,24.0,67.0,20.0,40.0,2014-03-01
Manitoba,29.0,0.0,0.0,34.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2014-03-01
Saskatchewan,12.0,0.0,0.0,15.0,3.0,5.0,4.0,5.0,1.0,6.0,0.0,8.0,48.0,27.0,39.0,2014-03-01
Alberta,16.0,0.0,1.0,43.0,15.0,79.0,10.0,0.0,0.0,0.0,0.0,7.0,69.0,67.0,17.0,2014-03-01
British Columbia,50.0,0.0,13.0,73.0,20.0,32.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,6.0,2014-03-01
Newfoundland,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2014-03-08
Prince Edward Island,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-08
Nova Scotia,7.0,0.0,0.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2014-03-08
New Brunswick,4.0,0.0,0.0,25.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-08
Quebec,14.0,0.0,0.0,130.0,179.0,208.0,1.0,8.0,1.0,1.0,0.0,22.0,41.0,0.0,25.0,2014-03-08
Onatrio,33.0,0.0,9.0,82.0,128.0,182.0,4.0,4.0,7.0,0.0,0.0,19.0,84.0,20.0,46.0,2014-03-08
Manitoba,15.0,0.0,0.0,23.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,2014-03-08
Saskatchewan,5.0,0.0,1.0,11.0,7.0,59.0,2.0,1.0,0.0,3.0,0.0,8.0,36.0,26.0,46.0,2014-03-08
Alberta,31.0,0.0,1.0,63.0,17.0,102.0,7.0,0.0,0.0,0.0,0.0,7.0,66.0,58.0,19.0,2014-03-08
British Columbia,22.0,0.0,9.0,35.0,28.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,8.0,6.0,2014-03-08
Newfoundland,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2014-03-15
Prince Edward Island,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-15
Nova Scotia,10.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-03-15
New Brunswick,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-15
Quebec,7.0,0.0,0.0,80.0,242.0,201.0,1.0,4.0,2.0,1.0,0.0,26.0,43.0,0.0,19.0,2014-03-15
Onatrio,26.0,0.0,11.0,56.0,159.0,153.0,4.0,0.0,7.0,0.0,0.0,7.0,69.0,9.0,19.0,2014-03-15
Manitoba,24.0,0.0,0.0,27.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,2014-03-15
Saskatchewan,5.0,0.0,1.0,6.0,10.0,68.0,2.0,4.0,0.0,1.0,0.0,13.0,44.0,31.0,32.0,2014-03-15
Alberta,5.0,0.0,4.0,46.0,28.0,77.0,17.0,0.0,0.0,0.0,0.0,7.0,60.0,60.0,17.0,2014-03-15
British Columbia,18.0,0.0,6.0,30.0,33.0,36.0,1.0,1.0,0.0,1.0,0.0,2.0,16.0,8.0,5.0,2014-03-15
Newfoundland,0.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2014-03-22
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-03-22
Nova Scotia,0.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2014-03-22
New Brunswick,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-22
Quebec,3.0,0.0,0.0,33.0,197.0,148.0,1.0,1.0,3.0,1.0,0.0,30.0,42.0,0.0,13.0,2014-03-22
Onatrio,28.0,0.0,11.0,53.0,191.0,134.0,3.0,1.0,5.0,1.0,1.0,12.0,91.0,9.0,20.0,2014-03-22
Manitoba,5.0,0.0,0.0,8.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,2014-03-22
Saskatchewan,1.0,0.0,0.0,1.0,5.0,53.0,0.0,1.0,3.0,0.0,0.0,7.0,34.0,27.0,18.0,2014-03-22
Alberta,4.0,0.0,2.0,38.0,24.0,82.0,10.0,0.0,0.0,0.0,0.0,8.0,66.0,64.0,18.0,2014-03-22
British Columbia,0.0,0.0,0.0,17.0,24.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,4.0,2014-03-22
Newfoundland,0.0,0.0,0.0,7.0,23.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-03-29
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-29
Nova Scotia,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2014-03-29
New Brunswick,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014-03-29
Quebec,1.0,0.0,0.0,22.0,196.0,124.0,0.0,3.0,5.0,0.0,0.0,29.0,42.0,0.0,6.0,2014-03-29
Onatrio,13.0,0.0,17.0,41.0,265.0,97.0,6.0,6.0,8.0,0.0,0.0,12.0,73.0,14.0,17.0,2014-03-29
Manitoba,3.0,0.0,1.0,11.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,2014-03-29
Saskatchewan,2.0,0.0,0.0,5.0,4.0,57.0,1.0,3.0,3.0,1.0,0.0,9.0,26.0,27.0,19.0,2014-03-29
Alberta,14.0,0.0,0.0,28.0,19.0,53.0,9.0,0.0,0.0,0.0,0.0,6.0,42.0,63.0,13.0,2014-03-29
British Columbia,12.0,0.0,5.0,32.0,26.0,33.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0,6.0,3.0,2014-03-29
Newfoundland,0.0,0.0,0.0,7.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2014-04-05
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-05
Nova Scotia,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014-04-05
New Brunswick,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014-04-05
Quebec,0.0,0.0,0.0,21.0,138.0,117.0,1.0,2.0,5.0,3.0,0.0,23.0,34.0,0.0,7.0,2014-04-05
Onatrio,6.0,0.0,24.0,51.0,300.0,131.0,3.0,6.0,20.0,1.0,0.0,11.0,71.0,26.0,25.0,2014-04-05
Manitoba,4.0,0.0,1.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,2014-04-05
Saskatchewan,3.0,0.0,1.0,7.0,4.0,55.0,2.0,2.0,3.0,1.0,0.0,13.0,32.0,29.0,15.0,2014-04-05
Alberta,13.0,0.0,0.0,15.0,31.0,48.0,10.0,0.0,0.0,0.0,0.0,6.0,49.0,74.0,17.0,2014-04-05
British Columbia,0.0,0.0,0.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-05
Newfoundland,0.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2014-04-12
Prince Edward Island,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2014-04-12
Nova Scotia,0.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2014-04-12
New Brunswick,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-12
Quebec,1.0,0.0,1.0,15.0,116.0,95.0,2.0,3.0,1.0,1.0,0.0,14.0,31.0,0.0,8.0,2014-04-12
Onatrio,8.0,0.0,13.0,35.0,389.0,64.0,1.0,7.0,16.0,0.0,0.0,13.0,64.0,34.0,23.0,2014-04-12
Manitoba,2.0,0.0,0.0,5.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2014-04-12
Saskatchewan,7.0,0.0,0.0,14.0,24.0,65.0,2.0,5.0,0.0,1.0,1.0,12.0,26.0,32.0,25.0,2014-04-12
Alberta,3.0,0.0,1.0,9.0,42.0,60.0,12.0,0.0,0.0,0.0,0.0,15.0,37.0,75.0,18.0,2014-04-12
British Columbia,0.0,0.0,7.0,7.0,36.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,16.0,6.0,2014-04-12
Newfoundland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-19
Prince Edward Island,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-19
Nova Scotia,0.0,0.0,0.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014-04-19
New Brunswick,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-19
Quebec,0.0,0.0,0.0,10.0,114.0,55.0,2.0,1.0,2.0,1.0,0.0,21.0,29.0,0.0,0.0,2014-04-19
Onatrio,4.0,0.0,4.0,12.0,318.0,54.0,3.0,9.0,16.0,0.0,0.0,8.0,57.0,33.0,16.0,2014-04-19
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-19
Saskatchewan,1.0,0.0,1.0,4.0,17.0,49.0,1.0,2.0,2.0,0.0,0.0,20.0,17.0,40.0,24.0,2014-04-19
Alberta,3.0,0.0,7.0,14.0,36.0,43.0,10.0,0.0,0.0,0.0,0.0,16.0,30.0,80.0,14.0,2014-04-19
British Columbia,0.0,0.0,0.0,3.0,35.0,25.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,13.0,2.0,2014-04-19
Newfoundland,0.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2014-04-26
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014-04-26
Nova Scotia,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2014-04-26
New Brunswick,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-26
Quebec,0.0,0.0,0.0,12.0,109.0,41.0,5.0,2.0,8.0,1.0,0.0,27.0,26.0,0.0,4.0,2014-04-26
Onatrio,2.0,1.0,12.0,19.0,274.0,45.0,5.0,6.0,23.0,3.0,1.0,9.0,56.0,45.0,12.0,2014-04-26
Manitoba,2.0,0.0,2.0,16.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2014-04-26
Saskatchewan,2.0,0.0,0.0,3.0,17.0,58.0,0.0,3.0,5.0,1.0,1.0,7.0,12.0,39.0,17.0,2014-04-26
Alberta,0.0,0.0,5.0,8.0,42.0,44.0,19.0,0.0,0.0,0.0,0.0,6.0,22.0,98.0,16.0,2014-04-26
British Columbia,0.0,0.0,0.0,9.0,27.0,20.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,21.0,1.0,2014-04-26
Newfoundland,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2014-05-03
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-05-03
Nova Scotia,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-05-03
New Brunswick,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-05-03
Quebec,0.0,0.0,1.0,7.0,88.0,48.0,2.0,3.0,11.0,3.0,0.0,28.0,21.0,0.0,7.0,2014-05-03
Onatrio,3.0,0.0,10.0,18.0,209.0,36.0,3.0,4.0,25.0,0.0,0.0,16.0,28.0,41.0,9.0,2014-05-03
Manitoba,0.0,0.0,0.0,4.0,10.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,5.0,2.0,2014-05-03
Saskatchewan,0.0,0.0,0.0,0.0,19.0,51.0,1.0,4.0,4.0,2.0,0.0,10.0,8.0,35.0,18.0,2014-05-03
Alberta,0.0,0.0,0.0,0.0,32.0,41.0,23.0,0.0,0.0,0.0,0.0,18.0,13.0,89.0,9.0,2014-05-03
British Columbia,2.0,0.0,10.0,13.0,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,2014-05-03
Newfoundland,0.0,0.0,0.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2014-05-10
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2014-05-10
Nova Scotia,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014-05-10
New Brunswick,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014-05-10
Quebec,0.0,0.0,0.0,4.0,48.0,41.0,2.0,2.0,11.0,1.0,0.0,21.0,9.0,0.0,1.0,2014-05-10
Onatrio,1.0,0.0,7.0,11.0,211.0,28.0,1.0,7.0,32.0,0.0,1.0,8.0,39.0,31.0,9.0,2014-05-10
Manitoba,1.0,0.0,0.0,2.0,7.0,11.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2014-05-10
Saskatchewan,0.0,0.0,0.0,0.0,22.0,24.0,2.0,4.0,9.0,1.0,0.0,8.0,7.0,35.0,11.0,2014-05-10
Alberta,1.0,0.0,3.0,6.0,38.0,31.0,21.0,0.0,0.0,0.0,0.0,13.0,11.0,98.0,3.0,2014-05-10
British Columbia,0.0,0.0,6.0,7.0,20.0,6.0,1.0,0.0,7.0,0.0,0.0,2.0,10.0,15.0,1.0,2014-05-10
Newfoundland,0.0,0.0,0.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2014-05-17
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-17
Nova Scotia,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2014-05-17
New Brunswick,0.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014-05-17
Quebec,0.0,0.0,0.0,6.0,35.0,27.0,2.0,1.0,10.0,0.0,0.0,15.0,12.0,0.0,2.0,2014-05-17
Onatrio,0.0,0.0,8.0,18.0,104.0,19.0,2.0,6.0,44.0,0.0,1.0,6.0,22.0,34.0,12.0,2014-05-17
Manitoba,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,3.0,0.0,0.0,2.0,9.0,2.0,2.0,2014-05-17
Saskatchewan,0.0,0.0,0.0,0.0,23.0,21.0,3.0,5.0,7.0,0.0,0.0,15.0,10.0,64.0,10.0,2014-05-17
Alberta,5.0,0.0,7.0,18.0,43.0,24.0,24.0,0.0,0.0,0.0,0.0,4.0,9.0,92.0,3.0,2014-05-17
British Columbia,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2014-05-17
Newfoundland,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-05-24
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-24
Nova Scotia,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-24
