Date,Search,Province
2023-05-21,2.203382277725297,BC
2023-05-22,2.4576186943859084,BC
2023-05-23,2.4576186943859084,BC
2023-05-24,2.796600583266723,BC
2023-05-25,2.796600583266723,BC
2023-05-26,2.796600583266723,BC
2023-05-27,2.796600583266723,BC
2023-05-28,2.627109638826316,BC
2023-05-29,2.3728732221657047,BC
2023-05-30,2.4576186943859084,BC
2023-05-31,2.7118551110465194,BC
2023-06-01,2.3728732221657047,BC
2023-06-02,1.8644003888444824,BC
2023-06-03,1.949145861064686,BC
2023-06-04,1.8644003888444824,BC
2023-06-05,2.0338913332848896,BC
2023-06-06,1.6949094444040746,BC
2023-06-07,2.1186368055050933,BC
2023-06-08,1.7796549166242783,BC
2023-06-09,1.6949094444040746,BC
2023-06-10,1.6949094444040746,BC
2023-06-11,1.949145861064686,BC
2023-06-12,1.8644003888444824,BC
2023-06-13,1.8644003888444824,BC
2023-06-14,2.203382277725297,BC
2023-06-15,1.949145861064686,BC
2023-06-16,1.949145861064686,BC
2023-06-17,2.0338913332848896,BC
2023-06-18,1.8644003888444824,BC
2023-06-19,2.0338913332848896,BC
2023-06-20,1.6949094444040746,BC
2023-06-21,1.949145861064686,BC
2023-06-22,1.949145861064686,BC
2023-06-23,1.8644003888444824,BC
2023-06-24,1.7796549166242783,BC
2023-06-25,2.0338913332848896,BC
2023-06-26,1.8644003888444824,BC
2023-06-27,2.1186368055050933,BC
2023-06-28,1.8644003888444824,BC
2023-06-29,2.0338913332848896,BC
2023-06-30,2.0338913332848896,BC
2023-07-01,1.869522107367024,BC
2023-07-02,1.706954967595978,BC
2023-07-03,1.9508056772525464,BC
2023-07-04,1.9508056772525464,BC
2023-07-05,1.706954967595978,BC
2023-07-06,1.5443878278249326,BC
2023-07-07,1.706954967595978,BC
2023-07-08,1.5443878278249326,BC
2023-07-09,1.4631042579394098,BC
2023-07-10,1.9508056772525464,BC
2023-07-11,1.706954967595978,BC
2023-07-12,1.7882385374815009,BC
2023-07-13,1.869522107367024,BC
2023-07-14,1.706954967595978,BC
2023-07-15,1.5443878278249326,BC
2023-07-16,1.5443878278249326,BC
2023-07-17,1.869522107367024,BC
2023-07-18,1.706954967595978,BC
2023-07-19,2.032089247138069,BC
2023-07-20,1.381820688053887,BC
2023-07-21,1.2192535482828415,BC
2023-07-22,1.3005371181683645,BC
2023-07-23,1.4631042579394098,BC
2023-07-24,1.625671397710455,BC
2023-07-25,1.869522107367024,BC
2023-07-26,1.9508056772525464,BC
2023-07-27,1.706954967595978,BC
2023-07-28,1.7882385374815009,BC
2023-07-29,1.7882385374815009,BC
2023-07-30,2.032089247138069,BC
2023-07-31,2.113372817023592,BC
2023-08-01,1.869522107367024,BC
2023-08-02,2.1946563869091147,BC
2023-08-03,2.032089247138069,BC
2023-08-04,1.9508056772525464,BC
2023-08-05,1.4631042579394098,BC
2023-08-06,1.5443878278249326,BC
2023-08-07,2.438507096565683,BC
2023-08-08,3.0074920857643423,BC
2023-08-09,2.92620851587882,BC
2023-08-10,2.92620851587882,BC
2023-08-11,2.35722352668016,BC
2023-08-12,2.35722352668016,BC
2023-08-13,2.438507096565683,BC
2023-08-14,2.438507096565683,BC
2023-08-15,2.5197906664512058,BC
2023-08-16,2.682357806222252,BC
2023-08-17,2.763641376107774,BC
2023-08-18,2.35722352668016,BC
2023-08-19,2.275939956794637,BC
2023-08-20,2.5197906664512058,BC
2023-08-21,3.413909935191956,BC
2023-08-22,3.495193505077479,BC
2023-08-23,4.226745634047184,BC
2023-08-24,4.551879913589275,BC
2023-08-25,3.5764770749630017,BC
2023-08-26,3.657760644848525,BC
2023-08-27,3.9016113545050928,BC
2023-08-28,3.9016113545050928,BC
2023-08-29,4.795730623245843,BC
2023-08-30,4.71444705336032,BC
2023-08-31,4.795730623245843,BC
2023-09-01,3.413909935191956,BC
2023-09-02,4.226745634047184,BC
2023-09-03,3.413909935191956,BC
2023-09-04,3.088775655649865,BC
2023-09-05,4.551879913589275,BC
2023-09-06,4.226745634047184,BC
2023-09-07,4.389312773818229,BC
2023-09-08,4.470596343703752,BC
2023-09-09,4.226745634047184,BC
2023-09-10,3.9016113545050928,BC
2023-09-11,4.633163483474798,BC
2023-09-12,5.039581332902412,BC
2023-09-13,5.039581332902412,BC
2023-09-14,5.120864902787934,BC
2023-09-15,4.226745634047184,BC
2023-09-16,4.064178494276138,BC
2023-09-17,3.9016113545050928,BC
2023-09-18,4.71444705336032,BC
2023-09-19,4.551879913589275,BC
2023-09-20,3.7390442147340472,BC
2023-09-21,4.308029203932707,BC
2023-09-22,4.064178494276138,BC
2023-09-23,4.064178494276138,BC
2023-09-24,3.7390442147340472,BC
2023-09-25,3.982894924390616,BC
2023-09-26,4.551879913589275,BC
2023-09-27,4.71444705336032,BC
2023-09-28,4.877014193131366,BC
2023-09-29,6.340118451070776,BC
2023-09-30,4.470596343703752,BC
2023-10-01,4.064178494276138,BC
2023-10-02,4.877014193131366,BC
2023-10-03,5.608566322101071,BC
2023-10-04,5.28343204255898,BC
2023-10-05,5.933700601643162,BC
2023-10-06,5.039581332902412,BC
2023-10-07,4.795730623245843,BC
2023-10-08,4.470596343703752,BC
2023-10-09,4.795730623245843,BC
2023-10-10,6.583969160727344,BC
2023-10-11,8.128356988552277,BC
2023-10-12,6.014984171528685,BC
2023-10-13,5.445999182330025,BC
2023-10-14,4.633163483474798,BC
2023-10-15,4.71444705336032,BC
2023-10-16,5.202148472673457,BC
2023-10-17,5.364715612444503,BC
2023-10-18,5.527282752215548,BC
2023-10-19,5.202148472673457,BC
2023-10-20,4.389312773818229,BC
2023-10-21,4.633163483474798,BC
2023-10-22,3.7390442147340472,BC
2023-10-23,4.633163483474798,BC
2023-10-24,4.958297763016889,BC
2023-10-25,4.470596343703752,BC
2023-10-26,4.308029203932707,BC
2023-10-27,3.982894924390616,BC
2023-10-28,3.82032778461957,BC
2023-10-29,3.9016113545050928,BC
2023-10-30,4.226745634047184,BC
2023-10-31,4.064178494276138,BC
2023-11-01,4.308029203932707,BC
2023-11-02,4.551879913589275,BC
2023-11-03,3.982894924390616,BC
2023-11-04,3.7390442147340472,BC
2023-11-05,3.7390442147340472,BC
2023-11-06,3.82032778461957,BC
2023-11-07,3.413909935191956,BC
2023-11-08,4.145462064161661,BC
2023-11-09,3.82032778461957,BC
2023-11-10,3.657760644848525,BC
2023-11-11,3.0074920857643423,BC
2023-11-12,3.088775655649865,BC
2023-11-13,3.3326263653064334,BC
2023-11-14,3.25134279542091,BC
2023-11-15,3.82032778461957,BC
2023-11-16,3.5764770749630017,BC
2023-11-17,3.413909935191956,BC
2023-11-18,2.6010742363367285,BC
2023-11-19,2.5197906664512058,BC
2023-11-20,2.844924945993297,BC
2023-11-21,2.5197906664512058,BC
2023-11-22,2.844924945993297,BC
2023-11-23,2.844924945993297,BC
2023-11-24,2.5197906664512058,BC
2023-11-25,2.5197906664512058,BC
2023-11-26,2.682357806222252,BC
2023-11-27,2.92620851587882,BC
2023-11-28,2.5197906664512058,BC
2023-11-29,3.657760644848525,BC
2023-11-30,2.844924945993297,BC
2023-12-01,2.5197906664512058,BC
2023-12-02,2.682357806222252,BC
2023-12-03,2.6010742363367285,BC
2023-12-04,2.6010742363367285,BC
2023-12-05,3.25134279542091,BC
2023-12-06,3.25134279542091,BC
2023-12-07,2.35722352668016,BC
2023-12-08,2.438507096565683,BC
2023-12-09,2.438507096565683,BC
2023-12-10,2.35722352668016,BC
2023-12-11,2.682357806222252,BC
2023-12-12,2.844924945993297,BC
2023-12-13,2.6010742363367285,BC
2023-12-14,2.5197906664512058,BC
2023-12-15,2.35722352668016,BC
2023-12-16,2.5197906664512058,BC
2023-12-17,2.5197906664512058,BC
2023-12-18,3.5764770749630017,BC
2023-12-19,2.763641376107774,BC
2023-12-20,3.495193505077479,BC
2023-12-21,2.6010742363367285,BC
2023-12-22,3.9016113545050928,BC
2023-12-23,3.413909935191956,BC
2023-12-24,2.682357806222252,BC
2023-12-25,2.6010742363367285,BC
2023-12-26,2.1946563869091147,BC
2023-12-27,3.495193505077479,BC
2023-12-28,3.3326263653064334,BC
2023-12-29,2.92620851587882,BC
2023-12-30,2.763641376107774,BC
2023-12-31,2.275939956794637,BC
2020-05-01,29.0,MB
2020-05-02,25.0,MB
2020-05-03,28.0,MB
2020-05-04,29.0,MB
2020-05-05,29.0,MB
2020-05-06,27.0,MB
2020-05-07,28.0,MB
2020-05-08,28.0,MB
2020-05-09,27.0,MB
2020-05-10,25.0,MB
2020-05-11,29.0,MB
2020-05-12,27.0,MB
2020-05-13,27.0,MB
2020-05-14,27.0,MB
2020-05-15,25.0,MB
2020-05-16,24.0,MB
2020-05-17,26.0,MB
2020-05-18,25.0,MB
2020-05-19,28.0,MB
2020-05-20,28.0,MB
2020-05-21,27.0,MB
2020-05-22,26.0,MB
2020-05-23,25.0,MB
2020-05-24,25.0,MB
2020-05-25,26.0,MB
2020-05-26,26.0,MB
2020-05-27,27.0,MB
2020-05-28,25.0,MB
2020-05-29,24.0,MB
2020-05-30,20.0,MB
2020-05-31,23.0,MB
2020-06-01,24.0,MB
2020-06-02,24.0,MB
2020-06-03,24.0,MB
2020-06-04,22.0,MB
2020-06-05,21.0,MB
2020-06-06,19.0,MB
2020-06-07,20.0,MB
2020-06-08,23.0,MB
2020-06-09,21.0,MB
2020-06-10,22.0,MB
2020-06-11,22.0,MB
2020-06-12,21.0,MB
2020-06-13,21.0,MB
2020-06-14,22.0,MB
2020-06-15,26.0,MB
2020-06-16,22.0,MB
2020-06-17,22.0,MB
2020-06-18,21.0,MB
2020-06-19,21.0,MB
2020-06-20,22.0,MB
2020-06-21,23.0,MB
2020-06-22,24.0,MB
2020-06-23,23.0,MB
2020-06-24,21.0,MB
2020-06-25,21.0,MB
2020-06-26,23.0,MB
2020-06-27,24.0,MB
2020-06-28,25.0,MB
2020-06-29,25.0,MB
2020-06-30,19.0,MB
2020-07-01,21.0,MB
2020-07-02,22.0,MB
2020-07-03,20.0,MB
2020-07-04,19.0,MB
2020-07-05,20.0,MB
2020-07-06,20.0,MB
2020-07-07,21.0,MB
2020-07-08,22.0,MB
2020-07-09,22.0,MB
2020-07-10,22.0,MB
2020-07-11,20.0,MB
2020-07-12,22.0,MB
2020-07-13,24.0,MB
2020-07-14,31.0,MB
2020-07-15,28.0,MB
2020-07-16,25.0,MB
2020-07-17,28.0,MB
2020-07-18,26.0,MB
2020-07-19,30.0,MB
2020-07-20,42.0,MB
2020-07-21,43.0,MB
2020-07-22,38.0,MB
2020-07-23,38.0,MB
2020-07-24,34.0,MB
2020-07-25,29.0,MB
2020-07-26,29.0,MB
2020-07-27,35.0,MB
2020-07-28,37.0,MB
2020-07-29,31.0,MB
2020-07-30,31.0,MB
2020-07-31,27.0,MB
2020-08-01,26.0,MB
2020-08-02,30.0,MB
2020-08-03,39.0,MB
2020-08-04,40.0,MB
2020-08-05,47.0,MB
2020-08-06,42.0,MB
2020-08-07,40.0,MB
2020-08-08,34.0,MB
2020-08-09,39.0,MB
2020-08-10,45.0,MB
2020-08-11,43.0,MB
2020-08-12,35.0,MB
2020-08-13,38.0,MB
2020-08-14,44.0,MB
2020-08-15,37.0,MB
2020-08-16,39.0,MB
2020-08-17,44.0,MB
2020-08-18,42.0,MB
2020-08-19,41.0,MB
2020-08-20,42.0,MB
2020-08-21,39.0,MB
2020-08-22,36.0,MB
2020-08-23,49.0,MB
2020-08-24,50.0,MB
2020-08-25,41.0,MB
2020-08-26,35.0,MB
2020-08-27,34.0,MB
2020-08-28,34.0,MB
2020-08-29,30.0,MB
2020-08-30,38.0,MB
2020-08-31,39.0,MB
2020-09-01,37.0,MB
2020-09-02,31.0,MB
2020-09-03,32.0,MB
2020-09-04,28.0,MB
2020-09-05,26.0,MB
2020-09-06,27.0,MB
2020-09-07,27.0,MB
2020-09-08,30.0,MB
2020-09-09,30.0,MB
2020-09-10,33.0,MB
2020-09-11,33.0,MB
2020-09-12,29.0,MB
2020-09-13,29.0,MB
2020-09-14,32.0,MB
2020-09-15,29.0,MB
2020-09-16,33.0,MB
2020-09-17,34.0,MB
2020-09-18,33.0,MB
2020-09-19,26.0,MB
2020-09-20,29.0,MB
2020-09-21,32.0,MB
2020-09-22,32.0,MB
2020-09-23,38.0,MB
2020-09-24,38.0,MB
2020-09-25,51.0,MB
2020-09-26,38.0,MB
2020-09-27,38.0,MB
2020-09-28,48.0,MB
2020-09-29,40.0,MB
2020-09-30,35.0,MB
2020-10-01,35.0,MB
2020-10-02,48.0,MB
2020-10-03,37.0,MB
2020-10-04,36.0,MB
2020-10-05,46.0,MB
2020-10-06,49.0,MB
2020-10-07,43.0,MB
2020-10-08,41.0,MB
2020-10-09,42.0,MB
2020-10-10,42.0,MB
2020-10-11,40.0,MB
2020-10-12,40.0,MB
2020-10-13,48.0,MB
2020-10-14,49.0,MB
2020-10-15,56.0,MB
2020-10-16,72.0,MB
2020-10-17,46.0,MB
2020-10-18,39.0,MB
2020-10-19,45.0,MB
2020-10-20,45.0,MB
2020-10-21,44.0,MB
2020-10-22,46.0,MB
2020-10-23,46.0,MB
2020-10-24,44.0,MB
2020-10-25,49.0,MB
2020-10-26,56.0,MB
2020-10-27,53.0,MB
2020-10-28,58.0,MB
2020-10-29,55.0,MB
2020-10-30,100.0,MB
2020-10-31,66.0,MB
2020-11-01,62.0,MB
2020-11-02,74.0,MB
2020-11-03,64.0,MB
2020-11-04,43.0,MB
2020-11-05,52.0,MB
2020-11-06,54.0,MB
2020-11-07,44.0,MB
2020-11-08,50.0,MB
2020-11-09,59.0,MB
2020-11-10,88.0,MB
2020-11-11,61.0,MB
2020-11-12,70.0,MB
2020-11-13,61.0,MB
2020-11-14,61.0,MB
2020-11-15,59.0,MB
2020-11-16,59.0,MB
2020-11-17,59.0,MB
2020-11-18,57.0,MB
2020-11-19,74.0,MB
2020-11-20,65.0,MB
2020-11-21,53.0,MB
2020-11-22,54.0,MB
2020-11-23,58.0,MB
2020-11-24,60.0,MB
2020-11-25,55.0,MB
2020-11-26,51.0,MB
2020-11-27,43.0,MB
2020-11-28,46.0,MB
2020-11-29,46.0,MB
2020-11-30,48.0,MB
2020-12-01,46.0,MB
2020-12-02,53.0,MB
2020-12-03,47.0,MB
2020-12-04,46.0,MB
2020-12-05,44.0,MB
2020-12-06,46.0,MB
2020-12-07,50.0,MB
2020-12-08,55.0,MB
2020-12-09,52.0,MB
2020-12-10,44.0,MB
2020-12-11,43.0,MB
2020-12-12,41.0,MB
2020-12-13,42.0,MB
2020-12-14,44.0,MB
2020-12-15,43.0,MB
2020-12-16,38.0,MB
2020-12-17,40.0,MB
2020-12-18,38.0,MB
2020-12-19,36.0,MB
2020-12-20,35.0,MB
2020-12-21,44.0,MB
2020-12-22,42.0,MB
2020-12-23,35.0,MB
2020-12-24,32.0,MB
2020-12-25,30.0,MB
2020-12-26,41.0,MB
2020-12-27,46.0,MB
2020-12-28,40.0,MB
2020-12-29,35.0,MB
2020-12-30,37.0,MB
2020-12-31,34.0,MB
2021-01-01,34.58226997985225,MB
2021-01-02,43.73640026863667,MB
2021-01-03,34.58226997985225,MB
2021-01-04,43.73640026863667,MB
2021-01-05,55.94190732034923,MB
2021-01-06,43.73640026863667,MB
2021-01-07,44.75352585627938,MB
2021-01-08,57.97615849563465,MB
2021-01-09,36.61652115513768,MB
2021-01-10,32.54801880456682,MB
2021-01-11,38.6507723304231,MB
2021-01-12,41.70214909335124,MB
2021-01-13,40.68502350570853,MB
2021-01-14,36.61652115513768,MB
2021-01-15,36.61652115513768,MB
2021-01-16,32.54801880456682,MB
2021-01-17,32.54801880456682,MB
2021-01-18,38.6507723304231,MB
2021-01-19,46.78777703156481,MB
2021-01-20,36.61652115513768,MB
2021-01-21,40.68502350570853,MB
2021-01-22,35.599395567494966,MB
2021-01-23,28.47951645399597,MB
2021-01-24,27.462390866353257,MB
2021-01-25,29.496642041638683,MB
2021-01-26,31.53089321692411,MB
2021-01-27,32.54801880456682,MB
2021-01-28,37.63364674278039,MB
2021-01-29,31.53089321692411,MB
2021-01-30,29.496642041638683,MB
2021-01-31,25.42813969106783,MB
2021-02-01,28.47951645399597,MB
2021-02-02,32.54801880456682,MB
2021-02-03,30.5137676292814,MB
2021-02-04,32.54801880456682,MB
2021-02-05,26.445265278710544,MB
2021-02-06,23.393888515782404,MB
2021-02-07,22.37676292813969,MB
2021-02-08,27.462390866353257,MB
2021-02-09,38.6507723304231,MB
2021-02-10,28.47951645399597,MB
2021-02-11,26.445265278710544,MB
2021-02-12,27.462390866353257,MB
2021-02-13,22.37676292813969,MB
2021-02-14,24.41101410342512,MB
2021-02-15,25.42813969106783,MB
2021-02-16,25.42813969106783,MB
2021-02-17,27.462390866353257,MB
2021-02-18,26.445265278710544,MB
2021-02-19,24.41101410342512,MB
2021-02-20,24.41101410342512,MB
2021-02-21,23.393888515782404,MB
2021-02-22,28.47951645399597,MB
2021-02-23,25.42813969106783,MB
2021-02-24,28.47951645399597,MB
2021-02-25,28.47951645399597,MB
2021-02-26,26.445265278710544,MB
2021-02-27,22.37676292813969,MB
2021-02-28,20.342511752854264,MB
2021-03-01,27.462390866353257,MB
2021-03-02,37.63364674278039,MB
2021-03-03,29.496642041638683,MB
2021-03-04,27.462390866353257,MB
2021-03-05,28.47951645399597,MB
2021-03-06,23.393888515782404,MB
2021-03-07,23.393888515782404,MB
2021-03-08,28.47951645399597,MB
2021-03-09,27.462390866353257,MB
2021-03-10,29.496642041638683,MB
2021-03-11,30.5137676292814,MB
2021-03-12,29.496642041638683,MB
2021-03-13,26.445265278710544,MB
2021-03-14,25.42813969106783,MB
2021-03-15,29.496642041638683,MB
2021-03-16,35.599395567494966,MB
2021-03-17,39.66789791806582,MB
2021-03-18,39.66789791806582,MB
2021-03-19,39.66789791806582,MB
2021-03-20,33.56514439220953,MB
2021-03-21,33.56514439220953,MB
2021-03-22,40.68502350570853,MB
2021-03-23,42.71927468099396,MB
2021-03-24,35.599395567494966,MB
2021-03-25,31.53089321692411,MB
2021-03-26,31.53089321692411,MB
2021-03-27,27.462390866353257,MB
2021-03-28,26.445265278710544,MB
2021-03-29,33.56514439220953,MB
2021-03-30,30.5137676292814,MB
2021-03-31,31.53089321692411,MB
2021-04-01,34.58226997985225,MB
2021-04-02,28.47951645399597,MB
2021-04-03,30.5137676292814,MB
2021-04-04,28.47951645399597,MB
2021-04-05,37.63364674278039,MB
2021-04-06,47.804902619207525,MB
2021-04-07,45.77065144392209,MB
2021-04-08,39.66789791806582,MB
2021-04-09,36.61652115513768,MB
2021-04-10,38.6507723304231,MB
2021-04-11,33.56514439220953,MB
2021-04-12,41.70214909335124,MB
2021-04-13,45.77065144392209,MB
2021-04-14,43.73640026863667,MB
2021-04-15,48.82202820685024,MB
2021-04-16,57.97615849563465,MB
2021-04-17,41.70214909335124,MB
2021-04-18,41.70214909335124,MB
2021-04-19,67.13028878441906,MB
2021-04-20,51.87340496977838,MB
2021-04-21,53.9076561450638,MB
2021-04-22,52.89053055742109,MB
2021-04-23,56.95903290799194,MB
2021-04-24,45.77065144392209,MB
2021-04-25,46.78777703156481,MB
2021-04-26,93.57555406312962,MB
2021-04-27,67.13028878441906,MB
2021-04-28,60.01040967092008,MB
2021-04-29,53.9076561450638,MB
2021-04-30,53.9076561450638,MB
2021-05-01,56.95903290799194,MB
2021-05-02,47.804902619207525,MB
2021-05-03,55.94190732034923,MB
2021-05-04,56.95903290799194,MB
2021-05-05,56.95903290799194,MB
2021-05-06,55.94190732034923,MB
2021-05-07,97.64405641370048,MB
2021-05-08,73.23304231027535,MB
2021-05-09,70.18166554734721,MB
2021-05-10,70.18166554734721,MB
2021-05-11,62.0446608462055,MB
2021-05-12,61.02753525856279,MB
2021-05-13,54.92478173270651,MB
2021-05-14,60.01040967092008,MB
2021-05-15,48.82202820685024,MB
2021-05-16,44.75352585627938,MB
2021-05-17,50.85627938213566,MB
2021-05-18,55.94190732034923,MB
2021-05-19,65.09603760913365,MB
2021-05-20,101.71255876427132,MB
2021-05-21,68.14741437206179,MB
2021-05-22,53.9076561450638,MB
2021-05-23,49.839153794492944,MB
2021-05-24,58.993284083277366,MB
2021-05-25,71.19879113498993,MB
2021-05-26,86.45567494963062,MB
2021-05-27,74.25016789791806,MB
2021-05-28,61.02753525856279,MB
2021-05-29,52.89053055742109,MB
2021-05-30,49.839153794492944,MB
2021-05-31,61.02753525856279,MB
2021-06-01,72.21591672263264,MB
2021-06-02,60.01040967092008,MB
2021-06-03,57.97615849563465,MB
2021-06-04,48.82202820685024,MB
2021-06-05,46.78777703156481,MB
2021-06-06,37.63364674278039,MB
2021-06-07,54.92478173270651,MB
2021-06-08,60.01040967092008,MB
2021-06-09,77.3015446608462,MB
2021-06-10,56.95903290799194,MB
2021-06-11,45.77065144392209,MB
2021-06-12,36.61652115513768,MB
2021-06-13,38.6507723304231,MB
2021-06-14,51.87340496977838,MB
2021-06-15,50.85627938213566,MB
2021-06-16,53.9076561450638,MB
2021-06-17,51.87340496977838,MB
2021-06-18,48.82202820685024,MB
2021-06-19,41.70214909335124,MB
2021-06-20,47.804902619207525,MB
2021-06-21,57.97615849563465,MB
2021-06-22,53.9076561450638,MB
2021-06-23,71.19879113498993,MB
2021-06-24,48.82202820685024,MB
2021-06-25,45.77065144392209,MB
2021-06-26,38.6507723304231,MB
2021-06-27,35.599395567494966,MB
2021-06-28,43.73640026863667,MB
2021-06-29,44.75352585627938,MB
2021-06-30,37.63364674278039,MB
2021-07-01,31.53089321692411,MB
2021-07-02,39.66789791806582,MB
2021-07-03,36.61652115513768,MB
2021-07-04,37.63364674278039,MB
2021-07-05,45.77065144392209,MB
2021-07-06,40.68502350570853,MB
2021-07-07,38.6507723304231,MB
2021-07-08,38.6507723304231,MB
2021-07-09,37.63364674278039,MB
2021-07-10,34.58226997985225,MB
2021-07-11,30.5137676292814,MB
2021-07-12,43.73640026863667,MB
2021-07-13,41.70214909335124,MB
2021-07-14,61.02753525856279,MB
2021-07-15,43.73640026863667,MB
2021-07-16,33.56514439220953,MB
2021-07-17,30.5137676292814,MB
2021-07-18,30.5137676292814,MB
2021-07-19,35.599395567494966,MB
2021-07-20,32.54801880456682,MB
2021-07-21,30.5137676292814,MB
2021-07-22,30.5137676292814,MB
2021-07-23,28.47951645399597,MB
2021-07-24,27.462390866353257,MB
2021-07-25,28.47951645399597,MB
2021-07-26,34.58226997985225,MB
2021-07-27,36.61652115513768,MB
2021-07-28,33.56514439220953,MB
2021-07-29,33.56514439220953,MB
2021-07-30,29.496642041638683,MB
2021-07-31,27.462390866353257,MB
2021-08-01,23.393888515782404,MB
2021-08-02,27.462390866353257,MB
2021-08-03,60.01040967092008,MB
2021-08-04,49.839153794492944,MB
2021-08-05,35.599395567494966,MB
2021-08-06,31.53089321692411,MB
2021-08-07,27.462390866353257,MB
2021-08-08,22.37676292813969,MB
2021-08-09,30.5137676292814,MB
2021-08-10,28.47951645399597,MB
2021-08-11,29.496642041638683,MB
2021-08-12,31.53089321692411,MB
2021-08-13,27.462390866353257,MB
2021-08-14,25.42813969106783,MB
2021-08-15,20.342511752854264,MB
2021-08-16,42.71927468099396,MB
2021-08-17,42.71927468099396,MB
2021-08-18,38.6507723304231,MB
2021-08-19,42.71927468099396,MB
2021-08-20,36.61652115513768,MB
2021-08-21,25.42813969106783,MB
2021-08-22,22.37676292813969,MB
2021-08-23,38.6507723304231,MB
2021-08-24,51.87340496977838,MB
2021-08-25,43.73640026863667,MB
2021-08-26,38.6507723304231,MB
2021-08-27,45.77065144392209,MB
2021-08-28,31.53089321692411,MB
2021-08-29,26.445265278710544,MB
2021-08-30,33.56514439220953,MB
2021-08-31,33.56514439220953,MB
2021-09-01,35.599395567494966,MB
2021-09-02,48.82202820685024,MB
2021-09-03,45.77065144392209,MB
2021-09-04,32.54801880456682,MB
2021-09-05,23.393888515782404,MB
2021-09-06,23.393888515782404,MB
2021-09-07,32.54801880456682,MB
2021-09-08,29.496642041638683,MB
2021-09-09,29.496642041638683,MB
2021-09-10,29.496642041638683,MB
2021-09-11,20.342511752854264,MB
2021-09-12,21.359637340496977,MB
2021-09-13,33.56514439220953,MB
2021-09-14,31.53089321692411,MB
2021-09-15,31.53089321692411,MB
2021-09-16,35.599395567494966,MB
2021-09-17,33.56514439220953,MB
2021-09-18,24.41101410342512,MB
2021-09-19,20.342511752854264,MB
2021-09-20,31.53089321692411,MB
2021-09-21,26.445265278710544,MB
2021-09-22,32.54801880456682,MB
2021-09-23,30.5137676292814,MB
2021-09-24,30.5137676292814,MB
2021-09-25,24.41101410342512,MB
2021-09-26,19.32538616521155,MB
2021-09-27,33.56514439220953,MB
2021-09-28,33.56514439220953,MB
2021-09-29,29.496642041638683,MB
2021-09-30,27.462390866353257,MB
2021-10-01,40.68502350570853,MB
2021-10-02,26.445265278710544,MB
2021-10-03,21.359637340496977,MB
2021-10-04,33.56514439220953,MB
2021-10-05,32.54801880456682,MB
2021-10-06,34.58226997985225,MB
2021-10-07,31.53089321692411,MB
2021-10-08,29.496642041638683,MB
2021-10-09,18.30826057756884,MB
2021-10-10,16.27400940228341,MB
2021-10-11,20.342511752854264,MB
2021-10-12,33.56514439220953,MB
2021-10-13,28.47951645399597,MB
2021-10-14,26.445265278710544,MB
2021-10-15,26.445265278710544,MB
2021-10-16,17.291134989926125,MB
2021-10-17,14.239758226997983,MB
2021-10-18,28.47951645399597,MB
2021-10-19,24.41101410342512,MB
2021-10-20,25.42813969106783,MB
2021-10-21,25.42813969106783,MB
2021-10-22,22.37676292813969,MB
2021-10-23,17.291134989926125,MB
2021-10-24,13.222632639355272,MB
2021-10-25,29.496642041638683,MB
2021-10-26,27.462390866353257,MB
2021-10-27,23.393888515782404,MB
2021-10-28,23.393888515782404,MB
2021-10-29,22.37676292813969,MB
2021-10-30,16.27400940228341,MB
2021-10-31,13.222632639355272,MB
2021-11-01,25.42813969106783,MB
2021-11-02,23.393888515782404,MB
2021-11-03,25.42813969106783,MB
2021-11-04,26.445265278710544,MB
2021-11-05,21.359637340496977,MB
2021-11-06,16.27400940228341,MB
2021-11-07,14.239758226997983,MB
2021-11-08,23.393888515782404,MB
2021-11-09,27.462390866353257,MB
2021-11-10,28.47951645399597,MB
2021-11-11,23.393888515782404,MB
2021-11-12,33.56514439220953,MB
2021-11-13,18.30826057756884,MB
2021-11-14,17.291134989926125,MB
2021-11-15,25.42813969106783,MB
2021-11-16,23.393888515782404,MB
2021-11-17,25.42813969106783,MB
2021-11-18,23.393888515782404,MB
2021-11-19,23.393888515782404,MB
2021-11-20,17.291134989926125,MB
2021-11-21,15.256883814640698,MB
2021-11-22,26.445265278710544,MB
2021-11-23,25.42813969106783,MB
2021-11-24,25.42813969106783,MB
2021-11-25,22.37676292813969,MB
2021-11-26,23.393888515782404,MB
2021-11-27,18.30826057756884,MB
2021-11-28,17.291134989926125,MB
2021-11-29,24.41101410342512,MB
2021-11-30,27.462390866353257,MB
2021-12-01,27.462390866353257,MB
2021-12-02,24.41101410342512,MB
2021-12-03,25.42813969106783,MB
2021-12-04,19.32538616521155,MB
2021-12-05,15.256883814640698,MB
2021-12-06,23.393888515782404,MB
2021-12-07,24.41101410342512,MB
2021-12-08,23.393888515782404,MB
2021-12-09,25.42813969106783,MB
2021-12-10,24.41101410342512,MB
2021-12-11,24.41101410342512,MB
2021-12-12,16.27400940228341,MB
2021-12-13,27.462390866353257,MB
2021-12-14,33.56514439220953,MB
2021-12-15,43.73640026863667,MB
2021-12-16,47.804902619207525,MB
2021-12-17,53.9076561450638,MB
2021-12-18,46.78777703156481,MB
2021-12-19,37.63364674278039,MB
2021-12-20,57.97615849563465,MB
2021-12-21,63.06178643384822,MB
2021-12-22,67.13028878441906,MB
2021-12-23,71.19879113498993,MB
