Date,Search,Province
2023-10-03,10.33927059059166,NT
2023-10-04,0.0,NT
2023-10-05,21.540147063732626,NT
2023-10-06,0.0,NT
2023-10-07,9.477664708042356,NT
2023-10-08,0.0,NT
2023-10-09,0.0,NT
2023-10-10,12.924088238239577,NT
2023-10-11,9.477664708042356,NT
2023-10-12,0.0,NT
2023-10-13,12.062482355690271,NT
2023-10-14,0.0,NT
2023-10-15,0.0,NT
2023-10-16,0.0,NT
2023-10-17,0.0,NT
2023-10-18,24.986570593929844,NT
2023-10-19,23.26335882883124,NT
2023-10-20,0.0,NT
2023-10-21,0.0,NT
2023-10-22,0.0,NT
2023-10-23,0.0,NT
2023-10-24,0.0,NT
2023-10-25,0.0,NT
2023-10-26,10.33927059059166,NT
2023-10-27,0.0,NT
2023-10-28,0.0,NT
2023-10-29,27.57138824157776,NT
2023-10-30,14.647300003338186,NT
2023-10-31,12.062482355690271,NT
2023-11-01,0.0,NT
2023-11-02,20.67854118118332,NT
2023-11-03,0.0,NT
2023-11-04,0.0,NT
2023-11-05,0.0,NT
2023-11-06,0.0,NT
2023-11-07,0.0,NT
2023-11-08,0.0,NT
2023-11-09,0.0,NT
2023-11-10,0.0,NT
2023-11-11,12.924088238239577,NT
2023-11-12,0.0,NT
2023-11-13,0.0,NT
2023-11-14,0.0,NT
2023-11-15,0.0,NT
2023-11-16,0.0,NT
2023-11-17,0.0,NT
2023-11-18,0.0,NT
2023-11-19,0.0,NT
2023-11-20,8.61605882549305,NT
2023-11-21,12.062482355690271,NT
2023-11-22,0.0,NT
2023-11-23,0.0,NT
2023-11-24,0.0,NT
2023-11-25,0.0,NT
2023-11-26,18.955329416084712,NT
2023-11-27,0.0,NT
2023-11-28,0.0,NT
2023-11-29,0.0,NT
2023-11-30,0.0,NT
2023-12-01,0.0,NT
2023-12-02,0.0,NT
2023-12-03,19.81693529863401,NT
2023-12-04,0.0,NT
2023-12-05,0.0,NT
2023-12-06,0.0,NT
2023-12-07,0.0,NT
2023-12-08,10.33927059059166,NT
2023-12-09,0.0,NT
2023-12-10,18.093723533535407,NT
2023-12-11,16.370511768436796,NT
2023-12-12,0.0,NT
2023-12-13,0.0,NT
2023-12-14,13.78569412078888,NT
2023-12-15,0.0,NT
2023-12-16,0.0,NT
2023-12-17,0.0,NT
2023-12-18,0.0,NT
2023-12-19,28.432994124127067,NT
2023-12-20,0.0,NT
2023-12-21,19.81693529863401,NT
2023-12-22,0.0,NT
2023-12-23,0.0,NT
2023-12-24,12.924088238239577,NT
2023-12-25,0.0,NT
2023-12-26,0.0,NT
2023-12-27,0.0,NT
2023-12-28,49.11153530531039,NT
2023-12-29,16.370511768436796,NT
2023-12-30,14.647300003338186,NT
2023-12-31,0.0,NT
2020-05-01,40.0,NU
2020-05-02,73.0,NU
2020-05-03,0.0,NU
2020-05-04,55.0,NU
2020-05-05,33.0,NU
2020-05-06,27.0,NU
2020-05-07,23.0,NU
2020-05-08,29.0,NU
2020-05-09,18.0,NU
2020-05-10,0.0,NU
2020-05-11,24.0,NU
2020-05-12,0.0,NU
2020-05-13,0.0,NU
2020-05-14,0.0,NU
2020-05-15,43.0,NU
2020-05-16,32.0,NU
2020-05-17,0.0,NU
2020-05-18,35.0,NU
2020-05-19,0.0,NU
2020-05-20,23.0,NU
2020-05-21,0.0,NU
2020-05-22,22.0,NU
2020-05-23,0.0,NU
2020-05-24,0.0,NU
2020-05-25,41.0,NU
2020-05-26,35.0,NU
2020-05-27,35.0,NU
2020-05-28,25.0,NU
2020-05-29,0.0,NU
2020-05-30,23.0,NU
2020-05-31,0.0,NU
2020-06-01,24.0,NU
2020-06-02,45.0,NU
2020-06-03,42.0,NU
2020-06-04,0.0,NU
2020-06-05,30.0,NU
2020-06-06,23.0,NU
2020-06-07,26.0,NU
2020-06-08,36.0,NU
2020-06-09,0.0,NU
2020-06-10,18.0,NU
2020-06-11,47.0,NU
2020-06-12,0.0,NU
2020-06-13,0.0,NU
2020-06-14,54.0,NU
2020-06-15,18.0,NU
2020-06-16,0.0,NU
2020-06-17,0.0,NU
2020-06-18,26.0,NU
2020-06-19,34.0,NU
2020-06-20,0.0,NU
2020-06-21,0.0,NU
2020-06-22,27.0,NU
2020-06-23,33.0,NU
2020-06-24,43.0,NU
2020-06-25,0.0,NU
2020-06-26,0.0,NU
2020-06-27,0.0,NU
2020-06-28,0.0,NU
2020-06-29,30.0,NU
2020-06-30,0.0,NU
2020-07-01,0.0,NU
2020-07-02,27.0,NU
2020-07-03,46.0,NU
2020-07-04,0.0,NU
2020-07-05,21.0,NU
2020-07-06,33.0,NU
2020-07-07,26.0,NU
2020-07-08,72.0,NU
2020-07-09,0.0,NU
2020-07-10,0.0,NU
2020-07-11,0.0,NU
2020-07-12,35.0,NU
2020-07-13,40.0,NU
2020-07-14,28.0,NU
2020-07-15,49.0,NU
2020-07-16,26.0,NU
2020-07-17,36.0,NU
2020-07-18,28.0,NU
2020-07-19,53.0,NU
2020-07-20,0.0,NU
2020-07-21,0.0,NU
2020-07-22,23.0,NU
2020-07-23,32.0,NU
2020-07-24,0.0,NU
2020-07-25,20.0,NU
2020-07-26,23.0,NU
2020-07-27,44.0,NU
2020-07-28,39.0,NU
2020-07-29,33.0,NU
2020-07-30,36.0,NU
2020-07-31,20.0,NU
2020-08-01,20.0,NU
2020-08-02,0.0,NU
2020-08-03,0.0,NU
2020-08-04,40.0,NU
2020-08-05,16.0,NU
2020-08-06,15.0,NU
2020-08-07,39.0,NU
2020-08-08,0.0,NU
2020-08-09,24.0,NU
2020-08-10,15.0,NU
2020-08-11,0.0,NU
2020-08-12,33.0,NU
2020-08-13,0.0,NU
2020-08-14,0.0,NU
2020-08-15,0.0,NU
2020-08-16,16.0,NU
2020-08-17,20.0,NU
2020-08-18,0.0,NU
2020-08-19,16.0,NU
2020-08-20,34.0,NU
2020-08-21,46.0,NU
2020-08-22,31.0,NU
2020-08-23,30.0,NU
2020-08-24,29.0,NU
2020-08-25,18.0,NU
2020-08-26,14.0,NU
2020-08-27,16.0,NU
2020-08-28,0.0,NU
2020-08-29,36.0,NU
2020-08-30,0.0,NU
2020-08-31,30.0,NU
2020-09-01,22.0,NU
2020-09-02,0.0,NU
2020-09-03,14.0,NU
2020-09-04,0.0,NU
2020-09-05,0.0,NU
2020-09-06,0.0,NU
2020-09-07,0.0,NU
2020-09-08,30.0,NU
2020-09-09,20.0,NU
2020-09-10,50.0,NU
2020-09-11,13.0,NU
2020-09-12,0.0,NU
2020-09-13,0.0,NU
2020-09-14,0.0,NU
2020-09-15,32.0,NU
2020-09-16,14.0,NU
2020-09-17,0.0,NU
2020-09-18,15.0,NU
2020-09-19,0.0,NU
2020-09-20,0.0,NU
2020-09-21,36.0,NU
2020-09-22,18.0,NU
2020-09-23,50.0,NU
2020-09-24,0.0,NU
2020-09-25,0.0,NU
2020-09-26,37.0,NU
2020-09-27,0.0,NU
2020-09-28,0.0,NU
2020-09-29,35.0,NU
2020-09-30,21.0,NU
2020-10-01,15.0,NU
2020-10-02,66.0,NU
2020-10-03,0.0,NU
2020-10-04,78.0,NU
2020-10-05,24.0,NU
2020-10-06,49.0,NU
2020-10-07,0.0,NU
2020-10-08,0.0,NU
2020-10-09,36.0,NU
2020-10-10,23.0,NU
2020-10-11,0.0,NU
2020-10-12,0.0,NU
2020-10-13,47.0,NU
2020-10-14,21.0,NU
2020-10-15,0.0,NU
2020-10-16,27.0,NU
2020-10-17,0.0,NU
2020-10-18,26.0,NU
2020-10-19,0.0,NU
2020-10-20,38.0,NU
2020-10-21,52.0,NU
2020-10-22,40.0,NU
2020-10-23,41.0,NU
2020-10-24,33.0,NU
2020-10-25,53.0,NU
2020-10-26,41.0,NU
2020-10-27,37.0,NU
2020-10-28,42.0,NU
2020-10-29,39.0,NU
2020-10-30,47.0,NU
2020-10-31,0.0,NU
2020-11-01,26.0,NU
2020-11-02,30.0,NU
2020-11-03,0.0,NU
2020-11-04,26.0,NU
2020-11-05,46.0,NU
2020-11-06,47.0,NU
2020-11-07,17.0,NU
2020-11-08,31.0,NU
2020-11-09,26.0,NU
2020-11-10,63.0,NU
2020-11-11,98.0,NU
2020-11-12,66.0,NU
2020-11-13,73.0,NU
2020-11-14,54.0,NU
2020-11-15,57.0,NU
2020-11-16,90.0,NU
2020-11-17,71.0,NU
2020-11-18,100.0,NU
2020-11-19,89.0,NU
2020-11-20,39.0,NU
2020-11-21,49.0,NU
2020-11-22,0.0,NU
2020-11-23,68.0,NU
2020-11-24,69.0,NU
2020-11-25,65.0,NU
2020-11-26,48.0,NU
2020-11-27,31.0,NU
2020-11-28,60.0,NU
2020-11-29,26.0,NU
2020-11-30,20.0,NU
2020-12-01,62.0,NU
2020-12-02,31.0,NU
2020-12-03,42.0,NU
2020-12-04,42.0,NU
2020-12-05,0.0,NU
2020-12-06,32.0,NU
2020-12-07,29.0,NU
2020-12-08,25.0,NU
2020-12-09,22.0,NU
2020-12-10,53.0,NU
2020-12-11,22.0,NU
2020-12-12,61.0,NU
2020-12-13,27.0,NU
2020-12-14,61.0,NU
2020-12-15,66.0,NU
2020-12-16,0.0,NU
2020-12-17,31.0,NU
2020-12-18,19.0,NU
2020-12-19,0.0,NU
2020-12-20,19.0,NU
2020-12-21,25.0,NU
2020-12-22,20.0,NU
2020-12-23,0.0,NU
2020-12-24,0.0,NU
2020-12-25,0.0,NU
2020-12-26,16.0,NU
2020-12-27,34.0,NU
2020-12-28,0.0,NU
2020-12-29,0.0,NU
2020-12-30,0.0,NU
2020-12-31,21.0,NU
2021-01-01,0.0,NU
2021-01-02,0.0,NU
2021-01-03,27.49467518636848,NU
2021-01-04,46.62140575079873,NU
2021-01-05,27.49467518636848,NU
2021-01-06,64.55271565495208,NU
2021-01-07,13.149627263045794,NU
2021-01-08,29.88551650692226,NU
2021-01-09,0.0,NU
2021-01-10,21.51757188498403,NU
2021-01-11,35.86261980830671,NU
2021-01-12,29.88551650692226,NU
2021-01-13,19.126730564430247,NU
2021-01-14,50.2076677316294,NU
2021-01-15,50.2076677316294,NU
2021-01-16,45.42598509052184,NU
2021-01-17,0.0,NU
2021-01-18,0.0,NU
2021-01-19,33.47177848775293,NU
2021-01-20,37.058040468583606,NU
2021-01-21,28.69009584664537,NU
2021-01-22,45.42598509052184,NU
2021-01-23,38.25346112886049,NU
2021-01-24,39.44888178913738,NU
2021-01-25,46.62140575079873,NU
2021-01-26,32.27635782747604,NU
2021-01-27,17.931309904153355,NU
2021-01-28,29.88551650692226,NU
2021-01-29,35.86261980830671,NU
2021-01-30,0.0,NU
2021-01-31,0.0,NU
2021-02-01,16.735889243876464,NU
2021-02-02,0.0,NU
2021-02-03,43.03514376996806,NU
2021-02-04,26.299254526091588,NU
2021-02-05,50.2076677316294,NU
2021-02-06,0.0,NU
2021-02-07,0.0,NU
2021-02-08,11.954206602768904,NU
2021-02-09,0.0,NU
2021-02-10,16.735889243876464,NU
2021-02-11,0.0,NU
2021-02-12,52.598509052183175,NU
2021-02-13,23.90841320553781,NU
2021-02-14,0.0,NU
2021-02-15,34.66719914802982,NU
2021-02-16,0.0,NU
2021-02-17,0.0,NU
2021-02-18,0.0,NU
2021-02-19,0.0,NU
2021-02-20,0.0,NU
2021-02-21,21.51757188498403,NU
2021-02-22,0.0,NU
2021-02-23,0.0,NU
2021-02-24,15.540468583599576,NU
2021-02-25,13.149627263045794,NU
2021-02-26,0.0,NU
2021-02-27,0.0,NU
2021-02-28,0.0,NU
2021-03-01,15.540468583599576,NU
2021-03-02,0.0,NU
2021-03-03,0.0,NU
2021-03-04,22.71299254526092,NU
2021-03-05,0.0,NU
2021-03-06,0.0,NU
2021-03-07,16.735889243876464,NU
2021-03-08,0.0,NU
2021-03-09,0.0,NU
2021-03-10,0.0,NU
2021-03-11,0.0,NU
2021-03-12,29.88551650692226,NU
2021-03-13,0.0,NU
2021-03-14,13.149627263045794,NU
2021-03-15,16.735889243876464,NU
2021-03-16,0.0,NU
2021-03-17,33.47177848775293,NU
2021-03-18,58.57561235356763,NU
2021-03-19,46.62140575079873,NU
2021-03-20,34.66719914802982,NU
2021-03-21,0.0,NU
2021-03-22,29.88551650692226,NU
2021-03-23,34.66719914802982,NU
2021-03-24,0.0,NU
2021-03-25,19.126730564430247,NU
2021-03-26,17.931309904153355,NU
2021-03-27,39.44888178913738,NU
2021-03-28,27.49467518636848,NU
2021-03-29,0.0,NU
2021-03-30,20.32215122470713,NU
2021-03-31,49.012247071352505,NU
2021-04-01,28.69009584664537,NU
2021-04-02,13.149627263045794,NU
2021-04-03,0.0,NU
2021-04-04,70.52981895633654,NU
2021-04-05,32.27635782747604,NU
2021-04-06,17.931309904153355,NU
2021-04-07,0.0,NU
2021-04-08,14.345047923322683,NU
2021-04-09,0.0,NU
2021-04-10,31.08093716719916,NU
2021-04-11,22.71299254526092,NU
2021-04-12,15.540468583599576,NU
2021-04-13,0.0,NU
2021-04-14,0.0,NU
2021-04-15,119.54206602768905,NU
2021-04-16,111.1741214057508,NU
2021-04-17,74.11608093716721,NU
2021-04-18,26.299254526091588,NU
2021-04-19,23.90841320553781,NU
2021-04-20,72.92066027689032,NU
2021-04-21,23.90841320553781,NU
2021-04-22,58.57561235356763,NU
2021-04-23,16.735889243876464,NU
2021-04-24,57.38019169329074,NU
2021-04-25,49.012247071352505,NU
2021-04-26,84.87486687965922,NU
2021-04-27,71.72523961661342,NU
2021-04-28,88.4611288604899,NU
2021-04-29,13.149627263045794,NU
2021-04-30,0.0,NU
2021-05-01,71.72523961661342,NU
2021-05-02,51.40308839190629,NU
2021-05-03,47.81682641107562,NU
2021-05-04,68.13897763578275,NU
2021-05-05,26.299254526091588,NU
2021-05-06,58.57561235356763,NU
2021-05-07,39.44888178913738,NU
2021-05-08,78.89776357827476,NU
2021-05-09,19.126730564430247,NU
2021-05-10,22.71299254526092,NU
2021-05-11,31.08093716719916,NU
2021-05-12,65.74813631522898,NU
2021-05-13,57.38019169329074,NU
2021-05-14,56.18477103301385,NU
2021-05-15,43.03514376996806,NU
2021-05-16,37.058040468583606,NU
2021-05-17,16.735889243876464,NU
2021-05-18,22.71299254526092,NU
2021-05-19,13.149627263045794,NU
2021-05-20,0.0,NU
2021-05-21,35.86261980830671,NU
2021-05-22,0.0,NU
2021-05-23,33.47177848775293,NU
2021-05-24,0.0,NU
2021-05-25,33.47177848775293,NU
2021-05-26,80.09318423855166,NU
2021-05-27,46.62140575079873,NU
2021-05-28,40.64430244941428,NU
2021-05-29,45.42598509052184,NU
2021-05-30,39.44888178913738,NU
2021-05-31,34.66719914802982,NU
2021-06-01,37.058040468583606,NU
2021-06-02,31.08093716719916,NU
2021-06-03,0.0,NU
2021-06-04,56.18477103301385,NU
2021-06-05,35.86261980830671,NU
2021-06-06,0.0,NU
2021-06-07,22.71299254526092,NU
2021-06-08,28.69009584664537,NU
2021-06-09,44.23056443024495,NU
2021-06-10,46.62140575079873,NU
2021-06-11,43.03514376996806,NU
2021-06-12,49.012247071352505,NU
2021-06-13,33.47177848775293,NU
2021-06-14,15.540468583599576,NU
2021-06-15,0.0,NU
2021-06-16,0.0,NU
2021-06-17,27.49467518636848,NU
2021-06-18,51.40308839190629,NU
2021-06-19,0.0,NU
2021-06-20,23.90841320553781,NU
2021-06-21,33.47177848775293,NU
2021-06-22,32.27635782747604,NU
2021-06-23,26.299254526091588,NU
2021-06-24,25.1038338658147,NU
2021-06-25,0.0,NU
2021-06-26,0.0,NU
2021-06-27,25.1038338658147,NU
2021-06-28,0.0,NU
2021-06-29,62.16187433439831,NU
2021-06-30,17.931309904153355,NU
2021-07-01,15.719692957703437,NU
2021-07-02,25.54450105626808,NU
2021-07-03,0.0,NU
2021-07-04,57.96636778153142,NU
2021-07-05,41.26419401397152,NU
2021-07-06,0.0,NU
2021-07-07,0.0,NU
2021-07-08,24.562020246411617,NU
2021-07-09,0.0,NU
2021-07-10,0.0,NU
2021-07-11,0.0,NU
2021-07-12,0.0,NU
2021-07-13,50.1065213026797,NU
2021-07-14,0.0,NU
2021-07-15,47.1590788731103,NU
2021-07-16,0.0,NU
2021-07-17,0.0,NU
2021-07-18,0.0,NU
2021-07-19,30.456905105550405,NU
2021-07-20,18.66713538727283,NU
2021-07-21,25.54450105626808,NU
2021-07-22,98.24808098564648,NU
2021-07-23,27.509462675981013,NU
2021-07-24,0.0,NU
2021-07-25,0.0,NU
2021-07-26,33.4043475351198,NU
2021-07-27,63.8612526406702,NU
2021-07-28,20.63209700698576,NU
2021-07-29,0.0,NU
2021-07-30,28.491943485837474,NU
2021-07-31,0.0,NU
2021-08-01,14.73721214784697,NU
2021-08-02,22.597058626698686,NU
2021-08-03,0.0,NU
2021-08-04,32.421866725263335,NU
2021-08-05,27.509462675981013,NU
2021-08-06,13.754731337990506,NU
2021-08-07,0.0,NU
2021-08-08,0.0,NU
2021-08-09,0.0,NU
2021-08-10,0.0,NU
2021-08-11,0.0,NU
2021-08-12,38.31675158440212,NU
2021-08-13,15.719692957703437,NU
2021-08-14,36.3517899646892,NU
2021-08-15,0.0,NU
2021-08-16,0.0,NU
2021-08-17,67.79117588009606,NU
2021-08-18,67.79117588009606,NU
2021-08-19,33.4043475351198,NU
2021-08-20,15.719692957703437,NU
2021-08-21,15.719692957703437,NU
2021-08-22,23.57953943655515,NU
2021-08-23,39.29923239425859,NU
2021-08-24,20.63209700698576,NU
2021-08-25,20.63209700698576,NU
2021-08-26,34.386828344976266,NU
2021-08-27,35.36930915483273,NU
2021-08-28,58.94884859138788,NU
2021-08-29,41.26419401397152,NU
2021-08-30,17.684654577416364,NU
2021-08-31,29.47442429569394,NU
2021-09-01,50.1065213026797,NU
2021-09-02,0.0,NU
2021-09-03,95.30063855607708,NU
2021-09-04,0.0,NU
2021-09-05,0.0,NU
2021-09-06,25.54450105626808,NU
2021-09-07,0.0,NU
2021-09-08,0.0,NU
2021-09-09,21.614577816842225,NU
2021-09-10,16.7021737675599,NU
2021-09-11,40.28171320411505,NU
2021-09-12,14.73721214784697,NU
2021-09-13,34.386828344976266,NU
2021-09-14,26.526981866124547,NU
2021-09-15,15.719692957703437,NU
2021-09-16,0.0,NU
2021-09-17,13.754731337990506,NU
2021-09-18,34.386828344976266,NU
2021-09-19,0.0,NU
2021-09-20,36.3517899646892,NU
2021-09-21,26.526981866124547,NU
2021-09-22,0.0,NU
2021-09-23,68.77365668995253,NU
2021-09-24,29.47442429569394,NU
2021-09-25,34.386828344976266,NU
2021-09-26,0.0,NU
2021-09-27,22.597058626698686,NU
2021-09-28,21.614577816842225,NU
2021-09-29,0.0,NU
2021-09-30,0.0,NU
2021-10-01,56.00140616181849,NU
2021-10-02,42.24667482382798,NU
2021-10-03,19.64961619712929,NU
2021-10-04,37.33427077454566,NU
2021-10-05,47.1590788731103,NU
2021-10-06,15.719692957703437,NU
2021-10-07,24.562020246411617,NU
2021-10-08,0.0,NU
2021-10-09,45.19411725339737,NU
2021-10-10,0.0,NU
2021-10-11,0.0,NU
2021-10-12,0.0,NU
2021-10-13,0.0,NU
2021-10-14,23.57953943655515,NU
2021-10-15,36.3517899646892,NU
2021-10-16,34.386828344976266,NU
2021-10-17,0.0,NU
2021-10-18,0.0,NU
2021-10-19,53.053963732249095,NU
2021-10-20,37.33427077454566,NU
2021-10-21,0.0,NU
2021-10-22,21.614577816842225,NU
2021-10-23,0.0,NU
2021-10-24,11.789769718277576,NU
2021-10-25,26.526981866124547,NU
2021-10-26,0.0,NU
2021-10-27,17.684654577416364,NU
2021-10-28,0.0,NU
2021-10-29,0.0,NU
2021-10-30,0.0,NU
2021-10-31,0.0,NU
2021-11-01,14.73721214784697,NU
2021-11-02,21.614577816842225,NU
2021-11-03,16.7021737675599,NU
2021-11-04,0.0,NU
2021-11-05,39.29923239425859,NU
2021-11-06,0.0,NU
2021-11-07,0.0,NU
2021-11-08,56.98388697167495,NU
2021-11-09,63.8612526406702,NU
2021-11-10,35.36930915483273,NU
2021-11-11,19.64961619712929,NU
2021-11-12,18.66713538727283,NU
2021-11-13,37.33427077454566,NU
2021-11-14,32.421866725263335,NU
2021-11-15,0.0,NU
2021-11-16,0.0,NU
2021-11-17,21.614577816842225,NU
2021-11-18,23.57953943655515,NU
2021-11-19,34.386828344976266,NU
2021-11-20,15.719692957703437,NU
2021-11-21,14.73721214784697,NU
2021-11-22,18.66713538727283,NU
2021-11-23,0.0,NU
2021-11-24,0.0,NU
2021-11-25,0.0,NU
2021-11-26,14.73721214784697,NU
2021-11-27,0.0,NU
2021-11-28,0.0,NU
2021-11-29,19.64961619712929,NU
2021-11-30,0.0,NU
2021-12-01,0.0,NU
2021-12-02,0.0,NU
2021-12-03,16.7021737675599,NU
2021-12-04,0.0,NU
2021-12-05,26.526981866124547,NU
2021-12-06,0.0,NU
2021-12-07,0.0,NU
2021-12-08,12.77225052813404,NU
2021-12-09,0.0,NU
2021-12-10,0.0,NU
2021-12-11,0.0,NU
2021-12-12,0.0,NU
2021-12-13,41.26419401397152,NU
2021-12-14,52.07148292239263,NU
2021-12-15,35.36930915483273,NU
2021-12-16,50.1065213026797,NU
2021-12-17,31.43938591540687,NU
2021-12-18,25.54450105626808,NU
2021-12-19,0.0,NU
2021-12-20,49.124040492823234,NU
2021-12-21,47.1590788731103,NU
2021-12-22,62.87877183081374,NU
2021-12-23,43.22915563368445,NU
2021-12-24,0.0,NU
2021-12-25,32.421866725263335,NU
2021-12-26,79.58094559837365,NU
2021-12-27,44.21163644354091,NU
2021-12-28,70.73861830966545,NU
2021-12-29,71.72109911952192,NU
2021-12-30,40.28171320411505,NU
2021-12-31,87.44079207722535,NU
2022-01-01,96.47589300250893,NU
2022-01-02,0.0,NU
2022-01-03,42.878174667781735,NU
2022-01-04,23.38809527333549,NU
2022-01-05,25.33710321278012,NU
2022-01-06,97.45039697223122,NU
2022-01-07,78.9348215475073,NU
2022-01-08,0.0,NU
2022-01-09,0.0,NU
2022-01-10,38.98015878889249,NU
2022-01-11,64.3172620016726,NU
2022-01-12,23.38809527333549,NU
2022-01-13,41.90367069805943,NU
2022-01-14,32.1586310008363,NU
2022-01-15,43.85267863750405,NU
2022-01-16,0.0,NU
2022-01-17,38.005654819170175,NU
2022-01-18,60.41924612278336,NU
2022-01-19,60.41924612278336,NU
2022-01-20,41.90367069805943,NU
2022-01-21,56.52123024389411,NU
2022-01-22,0.0,NU
2022-01-23,0.0,NU
2022-01-24,27.28611115222474,NU
2022-01-25,24.362599243057804,NU
2022-01-26,0.0,NU
2022-01-27,69.18978185028416,NU
2022-01-28,0.0,NU
2022-01-29,45.80168657694868,NU
2022-01-30,0.0,NU
2022-01-31,32.1586310008363,NU
2022-02-01,29.235119091669368,NU
2022-02-02,22.41359130361318,NU
2022-02-03,43.85267863750405,NU
2022-02-04,0.0,NU
2022-02-05,0.0,NU
2022-02-06,30.20962306139168,NU
2022-02-07,19.490079394446244,NU
2022-02-08,0.0,NU
2022-02-09,38.005654819170175,NU
2022-02-10,29.235119091669368,NU
2022-02-11,0.0,NU
2022-02-12,26.31160718250243,NU
2022-02-13,20.46458336416856,NU
2022-02-14,43.85267863750405,NU
2022-02-15,0.0,NU
2022-02-16,14.617559545834684,NU
2022-02-17,13.64305557611237,NU
2022-02-18,0.0,NU
2022-02-19,0.0,NU
2022-02-20,0.0,NU
2022-02-21,32.1586310008363,NU
2022-02-22,19.490079394446244,NU
2022-02-23,17.54107145500162,NU
2022-02-24,25.33710321278012,NU
2022-02-25,27.28611115222474,NU
2022-02-26,28.26061512194705,NU
2022-02-27,0.0,NU
2022-02-28,18.51557542472393,NU
2022-03-01,26.31160718250243,NU
2022-03-02,19.490079394446244,NU
2022-03-03,0.0,NU
2022-03-04,0.0,NU
2022-03-05,19.490079394446244,NU
2022-03-06,0.0,NU
2022-03-07,31.18412703111399,NU
2022-03-08,0.0,NU
2022-03-09,30.20962306139168,NU
2022-03-10,12.66855160639006,NU
2022-03-11,0.0,NU
2022-03-12,0.0,NU
2022-03-13,0.0,NU
2022-03-14,33.133134970558615,NU
2022-03-15,24.362599243057804,NU
2022-03-16,15.592063515556996,NU
2022-03-17,0.0,NU
2022-03-18,13.64305557611237,NU
2022-03-19,0.0,NU
2022-03-20,12.66855160639006,NU
2022-03-21,23.38809527333549,NU
2022-03-22,45.80168657694868,NU
2022-03-23,0.0,NU
2022-03-24,12.66855160639006,NU
2022-03-25,0.0,NU
2022-03-26,14.617559545834684,NU
2022-03-27,0.0,NU
2022-03-28,18.51557542472393,NU
2022-03-29,31.18412703111399,NU
2022-03-30,11.694047636667747,NU
2022-03-31,0.0,NU
2022-04-01,19.490079394446244,NU
2022-04-02,16.566567485279307,NU
2022-04-03,29.235119091669368,NU
2022-04-04,0.0,NU
2022-04-05,45.80168657694868,NU
2022-04-06,14.617559545834684,NU
2022-04-07,11.694047636667747,NU
2022-04-08,0.0,NU
2022-04-09,0.0,NU
2022-04-10,0.0,NU
2022-04-11,0.0,NU
2022-04-12,32.1586310008363,NU
2022-04-13,0.0,NU
2022-04-14,0.0,NU
2022-04-15,27.28611115222474,NU
2022-04-16,0.0,NU
2022-04-17,14.617559545834684,NU
2022-04-18,13.64305557611237,NU
2022-04-19,18.51557542472393,NU
2022-04-20,0.0,NU
2022-04-21,0.0,NU
2022-04-22,0.0,NU
2022-04-23,12.66855160639006,NU
2022-04-24,0.0,NU
2022-04-25,0.0,NU
2022-04-26,0.0,NU
2022-04-27,0.0,NU
2022-04-28,14.617559545834684,NU
2022-04-29,0.0,NU
2022-04-30,0.0,NU
2022-05-01,24.362599243057804,NU
2022-05-02,0.0,NU
2022-05-03,28.26061512194705,NU
2022-05-04,0.0,NU
2022-05-05,13.64305557611237,NU
2022-05-06,15.592063515556996,NU
2022-05-07,0.0,NU
2022-05-08,0.0,NU
2022-05-09,0.0,NU
2022-05-10,0.0,NU
2022-05-11,0.0,NU
2022-05-12,0.0,NU
2022-05-13,27.28611115222474,NU
2022-05-14,0.0,NU
2022-05-15,38.98015878889249,NU
2022-05-16,27.28611115222474,NU
2022-05-17,0.0,NU
2022-05-18,0.0,NU
2022-05-19,0.0,NU
2022-05-20,12.66855160639006,NU
2022-05-21,0.0,NU
2022-05-22,0.0,NU
2022-05-23,14.617559545834684,NU
2022-05-24,16.566567485279307,NU
2022-05-25,0.0,NU
2022-05-26,0.0,NU
2022-05-27,0.0,NU
2022-05-28,0.0,NU
2022-05-29,0.0,NU
2022-05-30,0.0,NU
2022-05-31,0.0,NU
2022-06-01,21.439087333890868,NU
2022-06-02,37.03115084944786,NU
2022-06-03,16.566567485279307,NU
2022-06-04,0.0,NU
2022-06-05,0.0,NU
2022-06-06,26.31160718250243,NU
2022-06-07,0.0,NU
2022-06-08,47.7506945163933,NU
2022-06-09,22.41359130361318,NU
2022-06-10,0.0,NU
2022-06-11,31.18412703111399,NU
2022-06-12,0.0,NU
2022-06-13,19.490079394446244,NU
2022-06-14,0.0,NU
2022-06-15,0.0,NU
2022-06-16,14.617559545834684,NU
2022-06-17,0.0,NU
2022-06-18,0.0,NU
2022-06-19,24.362599243057804,NU
2022-06-20,29.235119091669368,NU
2022-06-21,0.0,NU
2022-06-22,0.0,NU
2022-06-23,36.05664687972556,NU
2022-06-24,0.0,NU
2022-06-25,0.0,NU
2022-06-26,0.0,NU
2022-06-27,0.0,NU
2022-06-28,29.235119091669368,NU
2022-06-29,0.0,NU
2022-06-30,0.0,NU
2022-07-01,0.0,NU
2022-07-02,0.0,NU
2022-07-03,0.0,NU
2022-07-04,0.0,NU
2022-07-05,0.0,NU
2022-07-06,28.816477768160976,NU
2022-07-07,0.0,NU
2022-07-08,19.897091792301627,NU
2022-07-09,0.0,NU
2022-07-10,49.39967617399024,NU
2022-07-11,0.0,NU
2022-07-12,0.0,NU
2022-07-13,0.0,NU
